V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
51.326313,51.34915,51.34915,51.34915,51.34915,51.34915,51.34915,51.34915,51.34915,51.34915,51.34915,51.34915,51.33745
51.32626,51.349148,51.349148,51.349148,51.349148,51.349148,51.349148,51.349148,51.349148,51.349148,51.349148,51.349148,51.33743
51.328167,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.337345
51.327354,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.337303
51.32855,51.349243,51.349243,51.349243,51.349243,51.349243,51.349243,51.349243,51.349243,51.349243,51.349243,51.349243,51.33757
51.328438,51.349236,51.349236,51.349236,51.349236,51.349236,51.349236,51.349236,51.349236,51.349236,51.349236,51.349236,51.33761
51.32338,51.3489,51.3489,51.3489,51.3489,51.3489,51.3489,51.3489,51.3489,51.3489,51.3489,51.3489,51.335243
51.326485,51.348965,51.348965,51.348965,51.348965,51.348965,51.348965,51.348965,51.348965,51.348965,51.348965,51.348965,51.33514
51.326206,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.336926
51.327866,51.348984,51.348984,51.348984,51.348984,51.348984,51.348984,51.348984,51.348984,51.348984,51.348984,51.348984,51.33714
51.31853,51.348698,51.348698,51.348698,51.348698,51.348698,51.348698,51.348698,51.348698,51.348698,51.348698,51.348698,51.336327
51.328983,51.348816,51.348816,51.348816,51.348816,51.348816,51.348816,51.348816,51.348816,51.348816,51.348816,51.348816,51.33643
51.31856,51.347996,51.347996,51.347996,51.347996,51.347996,51.347996,51.347996,51.347996,51.347996,51.347996,51.347996,51.335598
51.328403,51.34901,51.34901,51.34901,51.34901,51.34901,51.34901,51.34901,51.34901,51.34901,51.34901,51.34901,51.337395
51.32975,51.348923,51.348923,51.348923,51.348923,51.348923,51.348923,51.348923,51.348923,51.348923,51.348923,51.348923,51.337433
51.327255,51.349064,51.349064,51.349064,51.349064,51.349064,51.349064,51.349064,51.349064,51.349064,51.349064,51.349064,51.337006
51.328007,51.349003,51.349003,51.349003,51.349003,51.349003,51.349003,51.349003,51.349003,51.349003,51.349003,51.349003,51.335915
51.328335,51.34916,51.34916,51.34916,51.34916,51.34916,51.34916,51.34916,51.34916,51.34916,51.34916,51.34916,51.337273
51.31863,51.348656,51.348656,51.348656,51.348656,51.348656,51.348656,51.348656,51.348656,51.348656,51.348656,51.348656,51.336445
51.31872,51.348988,51.348988,51.348988,51.348988,51.348988,51.348988,51.348988,51.348988,51.348988,51.348988,51.348988,51.33657
51.328266,51.348904,51.348904,51.348904,51.348904,51.348904,51.348904,51.348904,51.348904,51.348904,51.348904,51.348904,51.336514
51.328957,51.348995,51.348995,51.348995,51.348995,51.348995,51.348995,51.348995,51.348995,51.348995,51.348995,51.348995,51.337
51.318283,51.347115,51.347115,51.347115,51.347115,51.347115,51.347115,51.347115,51.347115,51.347115,51.347115,51.347115,51.325027
51.318153,51.348125,51.348125,51.348125,51.348125,51.348125,51.348125,51.348125,51.348125,51.348125,51.348125,51.348125,51.335686
51.32891,51.348133,51.348133,51.348133,51.348133,51.348133,51.348133,51.348133,51.348133,51.348133,51.348133,51.348133,51.33629
51.327396,51.349056,51.349056,51.349056,51.349056,51.349056,51.349056,51.349056,51.349056,51.349056,51.349056,51.349056,51.33709
51.327534,51.34798,51.34798,51.34798,51.34798,51.34798,51.34798,51.34798,51.34798,51.34798,51.34798,51.34798,51.3354
51.318203,51.348812,51.348812,51.348812,51.348812,51.348812,51.348812,51.348812,51.348812,51.348812,51.348812,51.348812,51.336445
51.326862,51.34876,51.34876,51.34876,51.34876,51.34876,51.34876,51.34876,51.34876,51.34876,51.34876,51.34876,51.334927
51.328114,51.34907,51.34907,51.34907,51.34907,51.34907,51.34907,51.34907,51.34907,51.34907,51.34907,51.34907,51.336674
51.31796,51.348854,51.348854,51.348854,51.348854,51.348854,51.348854,51.348854,51.348854,51.348854,51.348854,51.348854,51.33645
51.3172,51.34799,51.34799,51.34799,51.34799,51.34799,51.34799,51.34799,51.34799,51.34799,51.34799,51.34799,51.33601
51.327393,51.348957,51.348957,51.348957,51.348957,51.348957,51.348957,51.348957,51.348957,51.348957,51.348957,51.348957,51.336502
51.326515,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.34911,51.33755
51.33,51.34913,51.34913,51.34913,51.34913,51.34913,51.34913,51.34913,51.34913,51.34913,51.34913,51.34913,51.337715
51.32555,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.349117,51.33665
51.32862,51.349213,51.349213,51.349213,51.349213,51.349213,51.349213,51.349213,51.349213,51.349213,51.349213,51.349213,51.3376
51.326176,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.349136,51.337627
51.326183,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.337425
51.325893,51.349133,51.349133,51.349133,51.349133,51.349133,51.349133,51.349133,51.349133,51.349133,51.349133,51.349133,51.33724
51.32626,51.34922,51.34922,51.34922,51.34922,51.34922,51.34922,51.34922,51.34922,51.34922,51.34922,51.34922,51.337605
51.326664,51.348354,51.348354,51.348354,51.348354,51.348354,51.348354,51.348354,51.348354,51.348354,51.348354,51.348354,51.318726
51.32621,51.349255,51.349255,51.349255,51.349255,51.349255,51.349255,51.349255,51.349255,51.349255,51.349255,51.349255,51.337357
51.326427,51.3492,51.3492,51.3492,51.3492,51.3492,51.3492,51.3492,51.3492,51.3492,51.3492,51.3492,51.33727
51.32468,51.348915,51.348915,51.348915,51.348915,51.348915,51.348915,51.348915,51.348915,51.348915,51.348915,51.348915,51.335526
51.318325,51.33319,51.33319,51.33319,51.33319,51.33319,51.33319,51.33319,51.33319,51.33319,51.33319,51.33319,51.332485
51.326134,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.337383
51.326283,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.33737
51.328156,51.34908,51.34908,51.34908,51.34908,51.34908,51.34908,51.34908,51.34908,51.34908,51.34908,51.34908,51.337563
51.325043,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.338177
51.329002,51.34904,51.34904,51.34904,51.34904,51.34904,51.34904,51.34904,51.34904,51.34904,51.34904,51.34904,51.335606
51.32915,51.348995,51.348995,51.348995,51.348995,51.348995,51.348995,51.348995,51.348995,51.348995,51.348995,51.348995,51.335335
51.32452,51.348873,51.348873,51.348873,51.348873,51.348873,51.348873,51.348873,51.348873,51.348873,51.348873,51.348873,51.33653
51.329147,51.349,51.349,51.349,51.349,51.349,51.349,51.349,51.349,51.349,51.349,51.349,51.33556
51.329166,51.348927,51.348927,51.348927,51.348927,51.348927,51.348927,51.348927,51.348927,51.348927,51.348927,51.348927,51.335155
51.325058,51.349094,51.349094,51.349094,51.349094,51.349094,51.349094,51.349094,51.349094,51.349094,51.349094,51.349094,51.337357
51.324497,51.34905,51.34905,51.34905,51.34905,51.34905,51.34905,51.34905,51.34905,51.34905,51.34905,51.34905,51.33728
51.326332,51.349236,51.349236,51.349236,51.349236,51.349236,51.349236,51.349236,51.349236,51.349236,51.349236,51.349236,51.337364
51.32614,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.337658
51.328705,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.335686
51.329037,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.34918,51.336967
51.326405,51.349133,51.349133,51.349133,51.349133,51.349133,51.349133,51.349133,51.349133,51.349133,51.349133,51.349133,51.337288
51.32908,51.34921,51.34921,51.34921,51.34921,51.34921,51.34921,51.34921,51.34921,51.34921,51.34921,51.34921,51.3378
51.32915,51.349003,51.349003,51.349003,51.349003,51.349003,51.349003,51.349003,51.349003,51.349003,51.349003,51.349003,51.335564
51.329155,51.34894,51.34894,51.34894,51.34894,51.34894,51.34894,51.34894,51.34894,51.34894,51.34894,51.34894,51.33517
51.326145,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.34917,51.337406
51.32802,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.34919,51.337925
51.32846,51.349144,51.349144,51.349144,51.349144,51.349144,51.349144,51.349144,51.349144,51.349144,51.349144,51.349144,51.337605
51.325455,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.33716
51.327778,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.349182,51.337276
51.325687,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.349125,51.337128
51.325775,51.349102,51.349102,51.349102,51.349102,51.349102,51.349102,51.349102,51.349102,51.349102,51.349102,51.349102,51.33756
51.32645,51.34915,51.34915,51.34915,51.34915,51.34915,51.34915,51.34915,51.34915,51.34915,51.34915,51.34915,51.337357
51.326107,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.349186,51.33739
51.326206,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.34914,51.33768
51.32401,51.348938,51.348938,51.348938,51.348938,51.348938,51.348938,51.348938,51.348938,51.348938,51.348938,51.348938,51.335163
51.326084,51.34903,51.34903,51.34903,51.34903,51.34903,51.34903,51.34903,51.34903,51.34903,51.34903,51.34903,51.33813
51.326275,51.349087,51.349087,51.349087,51.349087,51.349087,51.349087,51.349087,51.349087,51.349087,51.349087,51.349087,51.33782
51.314735,51.348984,51.348984,51.348984,51.348984,51.348984,51.348984,51.348984,51.348984,51.348984,51.348984,51.348984,51.33874
51.318073,51.34891,51.34891,51.34891,51.34891,51.34891,51.34891,51.34891,51.34891,51.34891,51.34891,51.34891,51.336575
51.321396,51.34863,51.34863,51.34863,51.34863,51.34863,51.34863,51.34863,51.34863,51.34863,51.34863,51.34863,51.33796
51.31889,51.347942,51.347942,51.347942,51.347942,51.347942,51.347942,51.347942,51.347942,51.347942,51.347942,51.347942,51.33646
51.318676,51.348236,51.348236,51.348236,51.348236,51.348236,51.348236,51.348236,51.348236,51.348236,51.348236,51.348236,51.33282
51.32139,51.34799,51.34799,51.34799,51.34799,51.34799,51.34799,51.34799,51.34799,51.34799,51.34799,51.34799,51.336105
51.316833,51.34777,51.34777,51.34777,51.34777,51.34777,51.34777,51.34777,51.34777,51.34777,51.34777,51.34777,51.33133
51.318977,51.34814,51.34814,51.34814,51.34814,51.34814,51.34814,51.34814,51.34814,51.34814,51.34814,51.34814,51.328186
51.32425,51.34905,51.34905,51.34905,51.34905,51.34905,51.34905,51.34905,51.34905,51.34905,51.34905,51.34905,51.33595
51.321056,51.34811,51.34811,51.34811,51.34811,51.34811,51.34811,51.34811,51.34811,51.34811,51.34811,51.34811,51.33594
51.321194,51.348125,51.348125,51.348125,51.348125,51.348125,51.348125,51.348125,51.348125,51.348125,51.348125,51.348125,51.336918
51.317932,51.347713,51.347713,51.347713,51.347713,51.347713,51.347713,51.347713,51.347713,51.347713,51.347713,51.347713,51.33598
51.321163,51.34818,51.34818,51.34818,51.34818,51.34818,51.34818,51.34818,51.34818,51.34818,51.34818,51.34818,51.336094
51.321514,51.34817,51.34817,51.34817,51.34817,51.34817,51.34817,51.34817,51.34817,51.34817,51.34817,51.34817,51.335915
51.320507,51.347656,51.347656,51.347656,51.347656,51.347656,51.347656,51.347656,51.347656,51.347656,51.347656,51.347656,51.33511
51.323345,51.348225,51.348225,51.348225,51.348225,51.348225,51.348225,51.348225,51.348225,51.348225,51.348225,51.348225,51.336136
51.3207,51.348274,51.348274,51.348274,51.348274,51.348274,51.348274,51.348274,51.348274,51.348274,51.348274,51.348274,51.335495
51.319565,51.348015,51.348015,51.348015,51.348015,51.348015,51.348015,51.348015,51.348015,51.348015,51.348015,51.348015,51.33515
51.320015,51.347523,51.347523,51.347523,51.347523,51.347523,51.347523,51.347523,51.347523,51.347523,51.347523,51.347523,51.335266
51.320335,51.34814,51.34814,51.34814,51.34814,51.34814,51.34814,51.34814,51.34814,51.34814,51.34814,51.34814,51.33628
51.321392,51.34863,51.34863,51.34863,51.34863,51.34863,51.34863,51.34863,51.34863,51.34863,51.34863,51.34863,51.337955
51.318287,51.34778,51.34778,51.34778,51.34778,51.34778,51.34778,51.34778,51.34778,51.34778,51.34778,51.34778,51.33479
51.319725,51.347786,51.347786,51.347786,51.347786,51.347786,51.347786,51.347786,51.347786,51.347786,51.347786,51.347786,51.32975
51.321087,51.348034,51.348034,51.348034,51.348034,51.348034,51.348034,51.348034,51.348034,51.348034,51.348034,51.348034,51.330536
51.321384,51.348858,51.348858,51.348858,51.348858,51.348858,51.348858,51.348858,51.348858,51.348858,51.348858,51.348858,51.326656
51.321423,51.348637,51.348637,51.348637,51.348637,51.348637,51.348637,51.348637,51.348637,51.348637,51.348637,51.348637,51.33798
51.320393,51.348103,51.348103,51.348103,51.348103,51.348103,51.348103,51.348103,51.348103,51.348103,51.348103,51.348103,51.32732
51.314846,51.34741,51.34741,51.34741,51.34741,51.34741,51.34741,51.34741,51.34741,51.34741,51.34741,51.34741,51.32917
51.32124,51.348354,51.348354,51.348354,51.348354,51.348354,51.348354,51.348354,51.348354,51.348354,51.348354,51.348354,51.32839
51.310925,51.3484,51.3484,51.3484,51.3484,51.3484,51.3484,51.3484,51.3484,51.3484,51.3484,51.3484,51.33232
51.32172,51.34848,51.34848,51.34848,51.34848,51.34848,51.34848,51.34848,51.34848,51.34848,51.34848,51.34848,51.325825
51.323082,51.34818,51.34818,51.34818,51.34818,51.34818,51.34818,51.34818,51.34818,51.34818,51.34818,51.34818,51.331932
51.323895,51.34881,51.34881,51.34881,51.34881,51.34881,51.34881,51.34881,51.34881,51.34881,51.34881,51.34881,51.32401
51.319458,51.34785,51.34785,51.34785,51.34785,51.34785,51.34785,51.34785,51.34785,51.34785,51.34785,51.34785,51.32001
51.3239,51.348713,51.348713,51.348713,51.348713,51.348713,51.348713,51.348713,51.348713,51.348713,51.348713,51.348713,51.32516
51.320023,51.3482,51.3482,51.3482,51.3482,51.3482,51.3482,51.3482,51.3482,51.3482,51.3482,51.3482,51.327282
51.318504,51.347923,51.347923,51.347923,51.347923,51.347923,51.347923,51.347923,51.347923,51.347923,51.347923,51.347923,51.330547
51.322353,51.348164,51.348164,51.348164,51.348164,51.348164,51.348164,51.348164,51.348164,51.348164,51.348164,51.348164,51.328968
51.320904,51.348145,51.348145,51.348145,51.348145,51.348145,51.348145,51.348145,51.348145,51.348145,51.348145,51.348145,51.330315
51.320602,51.348022,51.348022,51.348022,51.348022,51.348022,51.348022,51.348022,51.348022,51.348022,51.348022,51.348022,51.336803
51.319775,51.34778,51.34778,51.34778,51.34778,51.34778,51.34778,51.34778,51.34778,51.34778,51.34778,51.34778,51.32989
51.319626,51.348118,51.348118,51.348118,51.348118,51.348118,51.348118,51.348118,51.348118,51.348118,51.348118,51.348118,51.322773
51.322327,51.3484,51.3484,51.3484,51.3484,51.3484,51.3484,51.3484,51.3484,51.3484,51.3484,51.3484,51.32565
51.313835,51.347443,51.347443,51.347443,51.347443,51.347443,51.347443,51.347443,51.347443,51.347443,51.347443,51.347443,51.337852
51.325974,51.348892,51.348892,51.348892,51.348892,51.348892,51.348892,51.348892,51.348892,51.348892,51.348892,51.348892,51.333385
51.32245,51.348866,51.348866,51.348866,51.348866,51.348866,51.348866,51.348866,51.348866,51.348866,51.348866,51.348866,51.333633
51.31857,51.347733,51.347733,51.347733,51.347733,51.347733,51.347733,51.347733,51.347733,51.347733,51.347733,51.347733,51.33056
51.31835,51.34799,51.34799,51.34799,51.34799,51.34799,51.34799,51.34799,51.34799,51.34799,51.34799,51.34799,51.336998
51.316933,51.347576,51.347576,51.347576,51.347576,51.347576,51.347576,51.347576,51.347576,51.347576,51.347576,51.347576,51.329018
51.3091,51.34875,51.34875,51.34875,51.34875,51.34875,51.34875,51.34875,51.34875,51.34875,51.34875,51.34875,51.326145
51.319347,51.347782,51.347782,51.347782,51.347782,51.347782,51.347782,51.347782,51.347782,51.347782,51.347782,51.347782,51.331455
51.319103,51.34728,51.34728,51.34728,51.34728,51.34728,51.34728,51.34728,51.34728,51.34728,51.34728,51.34728,51.33568
51.323055,51.347572,51.347572,51.347572,51.347572,51.347572,51.347572,51.347572,51.347572,51.347572,51.347572,51.347572,51.331413
51.320347,51.34805,51.34805,51.34805,51.34805,51.34805,51.34805,51.34805,51.34805,51.34805,51.34805,51.34805,51.336403
51.320972,51.348248,51.348248,51.348248,51.348248,51.348248,51.348248,51.348248,51.348248,51.348248,51.348248,51.348248,51.335247
51.3244,51.348423,51.348423,51.348423,51.348423,51.348423,51.348423,51.348423,51.348423,51.348423,51.348423,51.348423,51.335743
51.32141,51.34864,51.34864,51.34864,51.34864,51.34864,51.34864,51.34864,51.34864,51.34864,51.34864,51.34864,51.337963
51.321484,51.34831,51.34831,51.34831,51.34831,51.34831,51.34831,51.34831,51.34831,51.34831,51.34831,51.34831,51.329865
51.319637,51.348267,51.348267,51.348267,51.348267,51.348267,51.348267,51.348267,51.348267,51.348267,51.348267,51.348267,51.336143
51.321407,51.34864,51.34864,51.34864,51.34864,51.34864,51.34864,51.34864,51.34864,51.34864,51.34864,51.34864,51.33797
51.31631,51.347496,51.347496,51.347496,51.347496,51.347496,51.347496,51.347496,51.347496,51.347496,51.347496,51.347496,51.33067
51.322197,51.34798,51.34798,51.34798,51.34798,51.34798,51.34798,51.34798,51.34798,51.34798,51.34798,51.34798,51.327263
51.321415,51.348637,51.348637,51.348637,51.348637,51.348637,51.348637,51.348637,51.348637,51.348637,51.348637,51.348637,51.337963
51.32089,51.348072,51.348072,51.348072,51.348072,51.348072,51.348072,51.348072,51.348072,51.348072,51.348072,51.348072,51.330505
51.321285,51.34854,51.34854,51.34854,51.34854,51.34854,51.34854,51.34854,51.34854,51.34854,51.34854,51.34854,51.33654
51.31795,51.347363,51.347363,51.347363,51.347363,51.347363,51.347363,51.347363,51.347363,51.347363,51.347363,51.347363,51.331863
51.318104,51.3476,51.3476,51.3476,51.3476,51.3476,51.3476,51.3476,51.3476,51.3476,51.3476,51.3476,51.33247
