V1,V2,V3,V4,V5,V6,V7,V8
2623.4666,2623.3713,2623.3713,2623.3713,2623.3713,2623.3713,2623.3713,2623.474
2623.4766,2623.3657,2623.3657,2623.3657,2623.3657,2623.3657,2623.3657,2623.475
2623.4666,2623.3694,2623.3694,2623.3694,2623.3694,2623.3694,2623.3694,2623.4746
2623.4707,2623.3953,2623.3953,2623.3953,2623.3953,2623.3953,2623.3953,2623.4763
2623.4705,2623.391,2623.391,2623.391,2623.391,2623.391,2623.391,2623.4766
2623.4707,2623.398,2623.398,2623.398,2623.398,2623.398,2623.398,2623.4753
2623.4675,2623.37,2623.37,2623.37,2623.37,2623.37,2623.37,2623.4753
2623.467,2623.3772,2623.3772,2623.3772,2623.3772,2623.3772,2623.3772,2623.474
2623.4624,2623.3467,2623.3467,2623.3467,2623.3467,2623.3467,2623.3467,2623.4692
2623.476,2623.328,2623.328,2623.328,2623.328,2623.328,2623.328,2623.4744
2623.4734,2623.3428,2623.3428,2623.3428,2623.3428,2623.3428,2623.3428,2623.4707
2623.4753,2623.366,2623.366,2623.366,2623.366,2623.366,2623.366,2623.4724
2623.466,2623.3682,2623.3682,2623.3682,2623.3682,2623.3682,2623.3682,2623.4736
2623.4675,2623.3767,2623.3767,2623.3767,2623.3767,2623.3767,2623.3767,2623.4746
2623.4722,2623.3145,2623.3145,2623.3145,2623.3145,2623.3145,2623.3145,2623.4702
2623.4692,2623.439,2623.439,2623.439,2623.439,2623.439,2623.439,2623.477
2623.472,2623.4507,2623.4507,2623.4507,2623.4507,2623.4507,2623.4507,2623.478
2623.4744,2623.356,2623.356,2623.356,2623.356,2623.356,2623.356,2623.4724
2623.4744,2623.4321,2623.4321,2623.4321,2623.4321,2623.4321,2623.4321,2623.4783
2623.4758,2623.3606,2623.3606,2623.3606,2623.3606,2623.3606,2623.3606,2623.474
2623.4727,2623.4165,2623.4165,2623.4165,2623.4165,2623.4165,2623.4165,2623.4792
2623.476,2623.348,2623.348,2623.348,2623.348,2623.348,2623.348,2623.4753
2623.4749,2623.3433,2623.3433,2623.3433,2623.3433,2623.3433,2623.3433,2623.4731
2623.4739,2623.2942,2623.2942,2623.2942,2623.2942,2623.2942,2623.2942,2623.4727
2623.4658,2623.373,2623.373,2623.373,2623.373,2623.373,2623.373,2623.473
2623.4666,2623.3704,2623.3704,2623.3704,2623.3704,2623.3704,2623.3704,2623.4749
2623.476,2623.3555,2623.3555,2623.3555,2623.3555,2623.3555,2623.3555,2623.4749
2623.4758,2623.3706,2623.3706,2623.3706,2623.3706,2623.3706,2623.3706,2623.4744
2623.476,2623.3606,2623.3606,2623.3606,2623.3606,2623.3606,2623.3606,2623.475
2623.4658,2623.3708,2623.3708,2623.3708,2623.3708,2623.3708,2623.3708,2623.473
2623.472,2623.2966,2623.2966,2623.2966,2623.2966,2623.2966,2623.2966,2623.41
2623.4656,2623.3794,2623.3794,2623.3794,2623.3794,2623.3794,2623.3794,2623.4758
2623.4712,2623.331,2623.331,2623.331,2623.331,2623.331,2623.331,2623.4688
2623.4727,2623.295,2623.295,2623.295,2623.295,2623.295,2623.295,2623.4167
2623.4753,2623.3809,2623.3809,2623.3809,2623.3809,2623.3809,2623.3809,2623.4766
2623.47,2623.3916,2623.3916,2623.3916,2623.3916,2623.3916,2623.3916,2623.4749
2623.472,2623.3005,2623.3005,2623.3005,2623.3005,2623.3005,2623.3005,2623.41
2623.4749,2623.3645,2623.3645,2623.3645,2623.3645,2623.3645,2623.3645,2623.4727
2623.4756,2623.3691,2623.3691,2623.3691,2623.3691,2623.3691,2623.3691,2623.4739
2623.4685,2623.3838,2623.3838,2623.3838,2623.3838,2623.3838,2623.3838,2623.4746
2623.4724,2623.3533,2623.3533,2623.3533,2623.3533,2623.3533,2623.3533,2623.4695
2623.4773,2623.3606,2623.3606,2623.3606,2623.3606,2623.3606,2623.3606,2623.4766
2623.4702,2623.4058,2623.4058,2623.4058,2623.4058,2623.4058,2623.4058,2623.4736
2623.4758,2623.357,2623.357,2623.357,2623.357,2623.357,2623.357,2623.4744
2623.47,2623.4033,2623.4033,2623.4033,2623.4033,2623.4033,2623.4033,2623.4756
2623.4773,2623.3586,2623.3586,2623.3586,2623.3586,2623.3586,2623.3586,2623.4766
2623.4746,2623.291,2623.291,2623.291,2623.291,2623.291,2623.291,2623.4744
2623.473,2623.4246,2623.4246,2623.4246,2623.4246,2623.4246,2623.4246,2623.4744
2623.4753,2623.3435,2623.3435,2623.3435,2623.3435,2623.3435,2623.3435,2623.4744
2623.4387,2623.2285,2623.2285,2623.2285,2623.2285,2623.2285,2623.2285,2623.4285
2623.4763,2623.3555,2623.3555,2623.3555,2623.3555,2623.3555,2623.3555,2623.474
2623.477,2623.367,2623.367,2623.367,2623.367,2623.367,2623.367,2623.475
2623.4756,2623.3652,2623.3652,2623.3652,2623.3652,2623.3652,2623.3652,2623.4736
2623.475,2623.3613,2623.3613,2623.3613,2623.3613,2623.3613,2623.3613,2623.4734
2623.4746,2623.3657,2623.3657,2623.3657,2623.3657,2623.3657,2623.3657,2623.473
2623.4697,2623.398,2623.398,2623.398,2623.398,2623.398,2623.398,2623.4746
2623.4675,2623.4104,2623.4104,2623.4104,2623.4104,2623.4104,2623.4104,2623.4736
2623.4707,2623.402,2623.402,2623.402,2623.402,2623.402,2623.402,2623.4753
2623.4749,2623.4312,2623.4312,2623.4312,2623.4312,2623.4312,2623.4312,2623.479
2623.476,2623.41,2623.41,2623.41,2623.41,2623.41,2623.41,2623.4824
2623.4675,2623.3774,2623.3774,2623.3774,2623.3774,2623.3774,2623.3774,2623.4746
2623.473,2623.3357,2623.3357,2623.3357,2623.3357,2623.3357,2623.3357,2623.471
2623.4763,2623.3638,2623.3638,2623.3638,2623.3638,2623.3638,2623.3638,2623.4749
2623.4746,2623.3374,2623.3374,2623.3374,2623.3374,2623.3374,2623.3374,2623.4734
2623.467,2623.371,2623.371,2623.371,2623.371,2623.371,2623.371,2623.4749
2623.4683,2623.3743,2623.3743,2623.3743,2623.3743,2623.3743,2623.3743,2623.4766
2623.4763,2623.356,2623.356,2623.356,2623.356,2623.356,2623.356,2623.4746
2623.465,2623.3591,2623.3591,2623.3591,2623.3591,2623.3591,2623.3591,2623.4744
2623.4675,2623.378,2623.378,2623.378,2623.378,2623.378,2623.378,2623.4746
2623.467,2623.3828,2623.3828,2623.3828,2623.3828,2623.3828,2623.3828,2623.4734
2623.4753,2623.349,2623.349,2623.349,2623.349,2623.349,2623.349,2623.4744
2623.4722,2623.424,2623.424,2623.424,2623.424,2623.424,2623.424,2623.4783
2623.47,2623.3975,2623.3975,2623.3975,2623.3975,2623.3975,2623.3975,2623.4744
2623.4668,2623.3757,2623.3757,2623.3757,2623.3757,2623.3757,2623.3757,2623.474
2623.476,2623.3728,2623.3728,2623.3728,2623.3728,2623.3728,2623.3728,2623.4744
2623.4763,2623.3486,2623.3486,2623.3486,2623.3486,2623.3486,2623.3486,2623.4756
2623.4714,2623.403,2623.403,2623.403,2623.403,2623.403,2623.403,2623.4756
2623.4756,2623.357,2623.357,2623.357,2623.357,2623.357,2623.357,2623.4744
2623.4697,2623.3867,2623.3867,2623.3867,2623.3867,2623.3867,2623.3867,2623.4756
2623.4707,2623.3254,2623.3254,2623.3254,2623.3254,2623.3254,2623.3254,2623.4685
2623.4744,2623.3335,2623.3335,2623.3335,2623.3335,2623.3335,2623.3335,2623.4736
2623.4707,2623.4238,2623.4238,2623.4238,2623.4238,2623.4238,2623.4238,2623.4783
2623.466,2623.37,2623.37,2623.37,2623.37,2623.37,2623.37,2623.474
2623.4656,2623.3655,2623.3655,2623.3655,2623.3655,2623.3655,2623.3655,2623.4736
2623.4749,2623.3323,2623.3323,2623.3323,2623.3323,2623.3323,2623.3323,2623.473
2623.4714,2623.4102,2623.4102,2623.4102,2623.4102,2623.4102,2623.4102,2623.4739
2623.4717,2623.447,2623.447,2623.447,2623.447,2623.447,2623.447,2623.4792
2623.4685,2623.3892,2623.3892,2623.3892,2623.3892,2623.3892,2623.3892,2623.4746
2623.4675,2623.381,2623.381,2623.381,2623.381,2623.381,2623.381,2623.474
2623.4712,2623.4023,2623.4023,2623.4023,2623.4023,2623.4023,2623.4023,2623.4756
2623.471,2623.3982,2623.3982,2623.3982,2623.3982,2623.3982,2623.3982,2623.4758
2623.4705,2623.4026,2623.4026,2623.4026,2623.4026,2623.4026,2623.4026,2623.475
2623.4731,2623.34,2623.34,2623.34,2623.34,2623.34,2623.34,2623.4712
2623.4763,2623.364,2623.364,2623.364,2623.364,2623.364,2623.364,2623.4749
2623.4763,2623.364,2623.364,2623.364,2623.364,2623.364,2623.364,2623.4749
2623.4763,2623.3599,2623.3599,2623.3599,2623.3599,2623.3599,2623.3599,2623.4749
2623.4766,2623.3613,2623.3613,2623.3613,2623.3613,2623.3613,2623.3613,2623.4749
2623.4758,2623.3599,2623.3599,2623.3599,2623.3599,2623.3599,2623.3599,2623.4749
2623.4753,2623.358,2623.358,2623.358,2623.358,2623.358,2623.358,2623.4734
2623.4758,2623.349,2623.349,2623.349,2623.349,2623.349,2623.349,2623.4744
2623.4758,2623.3306,2623.3306,2623.3306,2623.3306,2623.3306,2623.3306,2623.4744
2623.4756,2623.309,2623.309,2623.309,2623.309,2623.309,2623.309,2623.475
2623.4744,2623.338,2623.338,2623.338,2623.338,2623.338,2623.338,2623.4727
2623.4736,2623.2834,2623.2834,2623.2834,2623.2834,2623.2834,2623.2834,2623.4722
2623.4675,2623.3782,2623.3782,2623.3782,2623.3782,2623.3782,2623.3782,2623.4744
2623.467,2623.3752,2623.3752,2623.3752,2623.3752,2623.3752,2623.3752,2623.474
2623.4683,2623.3867,2623.3867,2623.3867,2623.3867,2623.3867,2623.3867,2623.4736
2623.471,2623.4006,2623.4006,2623.4006,2623.4006,2623.4006,2623.4006,2623.4753
2623.4683,2623.3848,2623.3848,2623.3848,2623.3848,2623.3848,2623.3848,2623.4736
2623.4758,2623.3564,2623.3564,2623.3564,2623.3564,2623.3564,2623.3564,2623.4749
2623.4668,2623.3738,2623.3738,2623.3738,2623.3738,2623.3738,2623.3738,2623.474
2623.476,2623.367,2623.367,2623.367,2623.367,2623.367,2623.367,2623.475
2623.4753,2623.3503,2623.3503,2623.3503,2623.3503,2623.3503,2623.3503,2623.4736
2623.4749,2623.3403,2623.3403,2623.3403,2623.3403,2623.3403,2623.3403,2623.473
2623.4739,2623.3396,2623.3396,2623.3396,2623.3396,2623.3396,2623.3396,2623.4724
2623.469,2623.3845,2623.3845,2623.3845,2623.3845,2623.3845,2623.3845,2623.4746
2623.4746,2623.3452,2623.3452,2623.3452,2623.3452,2623.3452,2623.3452,2623.4734
2623.467,2623.3745,2623.3745,2623.3745,2623.3745,2623.3745,2623.3745,2623.4744
2623.4673,2623.3755,2623.3755,2623.3755,2623.3755,2623.3755,2623.3755,2623.474
2623.471,2623.4075,2623.4075,2623.4075,2623.4075,2623.4075,2623.4075,2623.4749
2623.471,2623.4075,2623.4075,2623.4075,2623.4075,2623.4075,2623.4075,2623.4744
2623.4753,2623.345,2623.345,2623.345,2623.345,2623.345,2623.345,2623.4734
2623.4685,2623.3804,2623.3804,2623.3804,2623.3804,2623.3804,2623.3804,2623.4744
2623.4683,2623.3806,2623.3806,2623.3806,2623.3806,2623.3806,2623.3806,2623.4756
2623.468,2623.3857,2623.3857,2623.3857,2623.3857,2623.3857,2623.3857,2623.4736
2623.4766,2623.3591,2623.3591,2623.3591,2623.3591,2623.3591,2623.3591,2623.4744
2623.4758,2623.3398,2623.3398,2623.3398,2623.3398,2623.3398,2623.3398,2623.4736
2623.475,2623.323,2623.323,2623.323,2623.323,2623.323,2623.323,2623.4744
2623.4753,2623.3235,2623.3235,2623.3235,2623.3235,2623.3235,2623.3235,2623.4744
2623.472,2623.4148,2623.4148,2623.4148,2623.4148,2623.4148,2623.4148,2623.474
2623.4731,2623.4233,2623.4233,2623.4233,2623.4233,2623.4233,2623.4233,2623.4788
2623.4688,2623.394,2623.394,2623.394,2623.394,2623.394,2623.394,2623.4736
2623.4656,2623.3772,2623.3772,2623.3772,2623.3772,2623.3772,2623.3772,2623.4539
2623.457,2623.1965,2623.1965,2623.1965,2623.1965,2623.1965,2623.1965,2623.4604
2623.472,2623.4048,2623.4048,2623.4048,2623.4048,2623.4048,2623.4048,2623.475
2623.4666,2623.367,2623.367,2623.367,2623.367,2623.367,2623.367,2623.475
2623.4707,2623.4006,2623.4006,2623.4006,2623.4006,2623.4006,2623.4006,2623.4749
2623.475,2623.3564,2623.3564,2623.3564,2623.3564,2623.3564,2623.3564,2623.4736
2623.4678,2623.3809,2623.3809,2623.3809,2623.3809,2623.3809,2623.3809,2623.4739
2623.4685,2623.3904,2623.3904,2623.3904,2623.3904,2623.3904,2623.3904,2623.4746
2623.477,2623.405,2623.405,2623.405,2623.405,2623.405,2623.405,2623.4753
2623.4702,2623.3875,2623.3875,2623.3875,2623.3875,2623.3875,2623.3875,2623.476
2623.4712,2623.407,2623.407,2623.407,2623.407,2623.407,2623.407,2623.475
2623.472,2623.4148,2623.4148,2623.4148,2623.4148,2623.4148,2623.4148,2623.474
2623.474,2623.3154,2623.3154,2623.3154,2623.3154,2623.3154,2623.3154,2623.4724
2623.4668,2623.373,2623.373,2623.373,2623.373,2623.373,2623.373,2623.4739
2623.4763,2623.3542,2623.3542,2623.3542,2623.3542,2623.3542,2623.3542,2623.4749
2623.4763,2623.3618,2623.3618,2623.3618,2623.3618,2623.3618,2623.3618,2623.4749
2623.4714,2623.4053,2623.4053,2623.4053,2623.4053,2623.4053,2623.4053,2623.4753
2623.4265,2623.2043,2623.2043,2623.2043,2623.2043,2623.2043,2623.2043,2623.4338
2623.4675,2623.3787,2623.3787,2623.3787,2623.3787,2623.3787,2623.3787,2623.4744
2623.4727,2623.4233,2623.4233,2623.4233,2623.4233,2623.4233,2623.4233,2623.474
2623.4673,2623.375,2623.375,2623.375,2623.375,2623.375,2623.375,2623.4749
2623.4766,2623.364,2623.364,2623.364,2623.364,2623.364,2623.364,2623.475
2623.469,2623.3887,2623.3887,2623.3887,2623.3887,2623.3887,2623.3887,2623.4749
2623.4768,2623.3618,2623.3618,2623.3618,2623.3618,2623.3618,2623.3618,2623.4746
2623.4753,2623.3628,2623.3628,2623.3628,2623.3628,2623.3628,2623.3628,2623.474
2623.4553,2623.2322,2623.2322,2623.2322,2623.2322,2623.2322,2623.2322,2623.4473
2623.464,2623.1943,2623.1943,2623.1943,2623.1943,2623.1943,2623.1943,2623.4688
2623.4485,2623.2168,2623.2168,2623.2168,2623.2168,2623.2168,2623.2168,2623.4421
2623.467,2623.3738,2623.3738,2623.3738,2623.3738,2623.3738,2623.3738,2623.4744
2623.4678,2623.1924,2623.1924,2623.1924,2623.1924,2623.1924,2623.1924,2623.4707
2623.471,2623.2117,2623.2117,2623.2117,2623.2117,2623.2117,2623.2117,2623.4722
2623.4675,2623.1921,2623.1921,2623.1921,2623.1921,2623.1921,2623.1921,2623.4705
2623.4675,2623.1958,2623.1958,2623.1958,2623.1958,2623.1958,2623.1958,2623.47
2623.467,2623.1926,2623.1926,2623.1926,2623.1926,2623.1926,2623.1926,2623.4705
2623.4688,2623.3884,2623.3884,2623.3884,2623.3884,2623.3884,2623.3884,2623.4744
2623.467,2623.3704,2623.3704,2623.3704,2623.3704,2623.3704,2623.3704,2623.4746
2623.4668,2623.3708,2623.3708,2623.3708,2623.3708,2623.3708,2623.3708,2623.4744
2623.476,2623.358,2623.358,2623.358,2623.358,2623.358,2623.358,2623.474
2623.4758,2623.3357,2623.3357,2623.3357,2623.3357,2623.3357,2623.3357,2623.4746
2623.4763,2623.3394,2623.3394,2623.3394,2623.3394,2623.3394,2623.3394,2623.4744
2623.4758,2623.3613,2623.3613,2623.3613,2623.3613,2623.3613,2623.3613,2623.4744
2623.4766,2623.3657,2623.3657,2623.3657,2623.3657,2623.3657,2623.3657,2623.4753
2623.4683,2623.382,2623.382,2623.382,2623.382,2623.382,2623.382,2623.4746
2623.471,2623.2844,2623.2844,2623.2844,2623.2844,2623.2844,2623.2844,2623.4692
2623.473,2623.3438,2623.3438,2623.3438,2623.3438,2623.3438,2623.3438,2623.4707
2623.4675,2623.3728,2623.3728,2623.3728,2623.3728,2623.3728,2623.3728,2623.4749
2623.4666,2623.366,2623.366,2623.366,2623.366,2623.366,2623.366,2623.475
2623.475,2623.3555,2623.3555,2623.3555,2623.3555,2623.3555,2623.3555,2623.4734
2623.4763,2623.3667,2623.3667,2623.3667,2623.3667,2623.3667,2623.3667,2623.4744
2623.4668,2623.3674,2623.3674,2623.3674,2623.3674,2623.3674,2623.3674,2623.475
2623.4766,2623.366,2623.366,2623.366,2623.366,2623.366,2623.366,2623.4753
2623.4673,2623.3684,2623.3684,2623.3684,2623.3684,2623.3684,2623.3684,2623.475
2623.4666,2623.3635,2623.3635,2623.3635,2623.3635,2623.3635,2623.3635,2623.4753
2623.4763,2623.3604,2623.3604,2623.3604,2623.3604,2623.3604,2623.3604,2623.4749
2623.4758,2623.3618,2623.3618,2623.3618,2623.3618,2623.3618,2623.3618,2623.474
2623.4766,2623.3667,2623.3667,2623.3667,2623.3667,2623.3667,2623.3667,2623.475
2623.4766,2623.3628,2623.3628,2623.3628,2623.3628,2623.3628,2623.3628,2623.4749
2623.4766,2623.3643,2623.3643,2623.3643,2623.3643,2623.3643,2623.3643,2623.475
2623.4763,2623.3667,2623.3667,2623.3667,2623.3667,2623.3667,2623.3667,2623.4749
2623.476,2623.3606,2623.3606,2623.3606,2623.3606,2623.3606,2623.3606,2623.4744
2623.475,2623.3525,2623.3525,2623.3525,2623.3525,2623.3525,2623.3525,2623.473
2623.4763,2623.3667,2623.3667,2623.3667,2623.3667,2623.3667,2623.3667,2623.4746
2623.467,2623.3699,2623.3699,2623.3699,2623.3699,2623.3699,2623.3699,2623.4749
2623.4666,2623.371,2623.371,2623.371,2623.371,2623.371,2623.371,2623.4746
2623.468,2623.38,2623.38,2623.38,2623.38,2623.38,2623.38,2623.4749
2623.4673,2623.3743,2623.3743,2623.3743,2623.3743,2623.3743,2623.3743,2623.475
2623.4666,2623.3674,2623.3674,2623.3674,2623.3674,2623.3674,2623.3674,2623.4744
2623.4678,2623.378,2623.378,2623.378,2623.378,2623.378,2623.378,2623.4749
2623.4685,2623.3875,2623.3875,2623.3875,2623.3875,2623.3875,2623.3875,2623.4746
2623.4766,2623.3396,2623.3396,2623.3396,2623.3396,2623.3396,2623.3396,2623.4753
2623.4766,2623.3652,2623.3652,2623.3652,2623.3652,2623.3652,2623.3652,2623.4749
2623.4666,2623.3662,2623.3662,2623.3662,2623.3662,2623.3662,2623.3662,2623.475
2623.4695,2623.3857,2623.3857,2623.3857,2623.3857,2623.3857,2623.3857,2623.4758
2623.468,2623.3848,2623.3848,2623.3848,2623.3848,2623.3848,2623.3848,2623.4744
2623.468,2623.3809,2623.3809,2623.3809,2623.3809,2623.3809,2623.3809,2623.4749
2623.4688,2623.3904,2623.3904,2623.3904,2623.3904,2623.3904,2623.3904,2623.4746
2623.4678,2623.3796,2623.3796,2623.3796,2623.3796,2623.3796,2623.3796,2623.4744
2623.4666,2623.3694,2623.3694,2623.3694,2623.3694,2623.3694,2623.3694,2623.4749
2623.4758,2623.356,2623.356,2623.356,2623.356,2623.356,2623.356,2623.474
2623.466,2623.367,2623.367,2623.367,2623.367,2623.367,2623.367,2623.475
2623.4673,2623.3716,2623.3716,2623.3716,2623.3716,2623.3716,2623.3716,2623.4749
2623.4675,2623.3772,2623.3772,2623.3772,2623.3772,2623.3772,2623.3772,2623.4749
2623.4663,2623.3684,2623.3684,2623.3684,2623.3684,2623.3684,2623.3684,2623.4744
2623.467,2623.371,2623.371,2623.371,2623.371,2623.371,2623.371,2623.4749
2623.4673,2623.3706,2623.3706,2623.3706,2623.3706,2623.3706,2623.3706,2623.4749
2623.4675,2623.3757,2623.3757,2623.3757,2623.3757,2623.3757,2623.3757,2623.4749
2623.4673,2623.3718,2623.3718,2623.3718,2623.3718,2623.3718,2623.3718,2623.4746
2623.4666,2623.3677,2623.3677,2623.3677,2623.3677,2623.3677,2623.3677,2623.4744
2623.467,2623.37,2623.37,2623.37,2623.37,2623.37,2623.37,2623.4749
2623.467,2623.3716,2623.3716,2623.3716,2623.3716,2623.3716,2623.3716,2623.4749
2623.4668,2623.3718,2623.3718,2623.3718,2623.3718,2623.3718,2623.3718,2623.4744
2623.4678,2623.3813,2623.3813,2623.3813,2623.3813,2623.3813,2623.3813,2623.4746
2623.4668,2623.3694,2623.3694,2623.3694,2623.3694,2623.3694,2623.3694,2623.4744
2623.4768,2623.3572,2623.3572,2623.3572,2623.3572,2623.3572,2623.3572,2623.4749
2623.468,2623.3784,2623.3784,2623.3784,2623.3784,2623.3784,2623.3784,2623.4746
2623.4683,2623.3826,2623.3826,2623.3826,2623.3826,2623.3826,2623.3826,2623.4744
2623.4678,2623.3813,2623.3813,2623.3813,2623.3813,2623.3813,2623.3813,2623.4744
2623.4697,2623.3875,2623.3875,2623.3875,2623.3875,2623.3875,2623.3875,2623.4749
2623.4768,2623.3657,2623.3657,2623.3657,2623.3657,2623.3657,2623.3657,2623.4744
2623.4673,2623.374,2623.374,2623.374,2623.374,2623.374,2623.374,2623.475
2623.4673,2623.3743,2623.3743,2623.3743,2623.3743,2623.3743,2623.3743,2623.475
2623.4675,2623.3728,2623.3728,2623.3728,2623.3728,2623.3728,2623.3728,2623.4746
2623.4673,2623.3718,2623.3718,2623.3718,2623.3718,2623.3718,2623.3718,2623.4746
2623.4763,2623.349,2623.349,2623.349,2623.349,2623.349,2623.349,2623.475
2623.467,2623.37,2623.37,2623.37,2623.37,2623.37,2623.37,2623.4749
2623.4666,2623.3665,2623.3665,2623.3665,2623.3665,2623.3665,2623.3665,2623.4744
2623.4763,2623.3613,2623.3613,2623.3613,2623.3613,2623.3613,2623.3613,2623.475
2623.4663,2623.3706,2623.3706,2623.3706,2623.3706,2623.3706,2623.3706,2623.474
2623.467,2623.3738,2623.3738,2623.3738,2623.3738,2623.3738,2623.3738,2623.4746
2623.4663,2623.3667,2623.3667,2623.3667,2623.3667,2623.3667,2623.3667,2623.4749
2623.4678,2623.375,2623.375,2623.375,2623.375,2623.375,2623.375,2623.4749
2623.467,2623.3677,2623.3677,2623.3677,2623.3677,2623.3677,2623.3677,2623.4749
2623.467,2623.3694,2623.3694,2623.3694,2623.3694,2623.3694,2623.3694,2623.4746
2623.467,2623.3691,2623.3691,2623.3691,2623.3691,2623.3691,2623.3691,2623.4746
2623.467,2623.3682,2623.3682,2623.3682,2623.3682,2623.3682,2623.3682,2623.4746
2623.4763,2623.3657,2623.3657,2623.3657,2623.3657,2623.3657,2623.3657,2623.475
2623.467,2623.3718,2623.3718,2623.3718,2623.3718,2623.3718,2623.3718,2623.4749
2623.4675,2623.3748,2623.3748,2623.3748,2623.3748,2623.3748,2623.3748,2623.4749
2623.4675,2623.3728,2623.3728,2623.3728,2623.3728,2623.3728,2623.3728,2623.4746
2623.4668,2623.371,2623.371,2623.371,2623.371,2623.371,2623.371,2623.4739
2623.4683,2623.375,2623.375,2623.375,2623.375,2623.375,2623.375,2623.4758
2623.4668,2623.3733,2623.3733,2623.3733,2623.3733,2623.3733,2623.3733,2623.474
2623.4768,2623.3694,2623.3694,2623.3694,2623.3694,2623.3694,2623.3694,2623.475
2623.4675,2623.3743,2623.3743,2623.3743,2623.3743,2623.3743,2623.3743,2623.4749
2623.4705,2623.398,2623.398,2623.398,2623.398,2623.398,2623.398,2623.4749
2623.4678,2623.3745,2623.3745,2623.3745,2623.3745,2623.3745,2623.3745,2623.4746
2623.4675,2623.3765,2623.3765,2623.3765,2623.3765,2623.3765,2623.3765,2623.4749
2623.467,2623.371,2623.371,2623.371,2623.371,2623.371,2623.371,2623.4746
2623.4663,2623.3672,2623.3672,2623.3672,2623.3672,2623.3672,2623.3672,2623.4744
2623.4666,2623.3672,2623.3672,2623.3672,2623.3672,2623.3672,2623.3672,2623.4749
2623.4763,2623.366,2623.366,2623.366,2623.366,2623.366,2623.366,2623.4749
2623.4766,2623.3652,2623.3652,2623.3652,2623.3652,2623.3652,2623.3652,2623.4746
2623.4763,2623.363,2623.363,2623.363,2623.363,2623.363,2623.363,2623.4749
2623.4666,2623.367,2623.367,2623.367,2623.367,2623.367,2623.367,2623.475
2623.4666,2623.3687,2623.3687,2623.3687,2623.3687,2623.3687,2623.3687,2623.474
2623.476,2623.3613,2623.3613,2623.3613,2623.3613,2623.3613,2623.3613,2623.4744
2623.4668,2623.3694,2623.3694,2623.3694,2623.3694,2623.3694,2623.3694,2623.4753
2623.467,2623.3687,2623.3687,2623.3687,2623.3687,2623.3687,2623.3687,2623.4744
2623.466,2623.371,2623.371,2623.371,2623.371,2623.371,2623.371,2623.474
2623.4678,2623.378,2623.378,2623.378,2623.378,2623.378,2623.378,2623.475
2623.467,2623.3706,2623.3706,2623.3706,2623.3706,2623.3706,2623.3706,2623.4746
2623.4673,2623.3704,2623.3704,2623.3704,2623.3704,2623.3704,2623.3704,2623.4746
2623.4685,2623.3887,2623.3887,2623.3887,2623.3887,2623.3887,2623.3887,2623.4731
2623.4675,2623.3748,2623.3748,2623.3748,2623.3748,2623.3748,2623.3748,2623.4749
2623.4685,2623.3835,2623.3835,2623.3835,2623.3835,2623.3835,2623.3835,2623.4749
2623.4673,2623.375,2623.375,2623.375,2623.375,2623.375,2623.375,2623.4749
2623.467,2623.3704,2623.3704,2623.3704,2623.3704,2623.3704,2623.3704,2623.4744
2623.476,2623.3674,2623.3674,2623.3674,2623.3674,2623.3674,2623.3674,2623.474
2623.475,2623.3596,2623.3596,2623.3596,2623.3596,2623.3596,2623.3596,2623.4731
2623.4668,2623.3706,2623.3706,2623.3706,2623.3706,2623.3706,2623.3706,2623.4746
2623.467,2623.3723,2623.3723,2623.3723,2623.3723,2623.3723,2623.3723,2623.4749
2623.468,2623.379,2623.379,2623.379,2623.379,2623.379,2623.379,2623.4749
2623.4685,2623.385,2623.385,2623.385,2623.385,2623.385,2623.385,2623.4746
2623.4675,2623.3743,2623.3743,2623.3743,2623.3743,2623.3743,2623.3743,2623.475
2623.4766,2623.366,2623.366,2623.366,2623.366,2623.366,2623.366,2623.4746
2623.474,2623.3462,2623.3462,2623.3462,2623.3462,2623.3462,2623.3462,2623.472
2623.4683,2623.381,2623.381,2623.381,2623.381,2623.381,2623.381,2623.4744
2623.4678,2623.3777,2623.3777,2623.3777,2623.3777,2623.3777,2623.3777,2623.4749
2623.4666,2623.3706,2623.3706,2623.3706,2623.3706,2623.3706,2623.3706,2623.474
2623.466,2623.3645,2623.3645,2623.3645,2623.3645,2623.3645,2623.3645,2623.4744
2623.4673,2623.3816,2623.3816,2623.3816,2623.3816,2623.3816,2623.3816,2623.473
2623.4766,2623.3643,2623.3643,2623.3643,2623.3643,2623.3643,2623.3643,2623.475
2623.4666,2623.3647,2623.3647,2623.3647,2623.3647,2623.3647,2623.3647,2623.475
2623.4663,2623.3655,2623.3655,2623.3655,2623.3655,2623.3655,2623.3655,2623.4749
2623.476,2623.3677,2623.3677,2623.3677,2623.3677,2623.3677,2623.3677,2623.474
2623.4683,2623.3826,2623.3826,2623.3826,2623.3826,2623.3826,2623.3826,2623.4753
2623.4766,2623.363,2623.363,2623.363,2623.363,2623.363,2623.363,2623.4749
2623.4663,2623.367,2623.367,2623.367,2623.367,2623.367,2623.367,2623.4744
2623.4666,2623.3682,2623.3682,2623.3682,2623.3682,2623.3682,2623.3682,2623.4746
2623.4758,2623.3655,2623.3655,2623.3655,2623.3655,2623.3655,2623.3655,2623.474
2623.466,2623.3665,2623.3665,2623.3665,2623.3665,2623.3665,2623.3665,2623.474
