V1,V2,V3,V4,V5,V6
2823.694,2823.6921,2823.6921,2823.6921,2823.6921,2823.6853
2823.6938,2823.6924,2823.6924,2823.6924,2823.6924,2823.6853
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6848
2823.6926,2823.6953,2823.6953,2823.6953,2823.6953,2823.6846
2823.6938,2823.6926,2823.6926,2823.6926,2823.6926,2823.683
2823.6936,2823.692,2823.692,2823.692,2823.692,2823.6855
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6853
2823.6934,2823.6934,2823.6934,2823.6934,2823.6934,2823.6846
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.685
2823.691,2823.6921,2823.6921,2823.6921,2823.6921,2823.6855
2823.6929,2823.693,2823.693,2823.693,2823.693,2823.6848
2823.6934,2823.6936,2823.6936,2823.6936,2823.6936,2823.6846
2823.6912,2823.6965,2823.6965,2823.6965,2823.6965,2823.6838
2823.6912,2823.6965,2823.6965,2823.6965,2823.6965,2823.6838
2823.6946,2823.6917,2823.6917,2823.6917,2823.6917,2823.6846
2823.6943,2823.6946,2823.6946,2823.6946,2823.6946,2823.6829
2823.694,2823.6934,2823.6934,2823.6934,2823.6934,2823.6848
2823.6934,2823.694,2823.694,2823.694,2823.694,2823.6846
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6855
2823.6924,2823.6934,2823.6934,2823.6934,2823.6934,2823.684
2823.6934,2823.6936,2823.6936,2823.6936,2823.6936,2823.683
2823.6934,2823.6924,2823.6924,2823.6924,2823.6924,2823.6853
2823.692,2823.6978,2823.6978,2823.6978,2823.6978,2823.6846
2823.6917,2823.6963,2823.6963,2823.6963,2823.6963,2823.683
2823.6929,2823.6917,2823.6917,2823.6917,2823.6917,2823.6838
2823.6934,2823.693,2823.693,2823.693,2823.693,2823.6848
2823.6929,2823.6929,2823.6929,2823.6929,2823.6929,2823.685
2823.6934,2823.6929,2823.6929,2823.6929,2823.6929,2823.683
2823.6934,2823.6929,2823.6929,2823.6929,2823.6929,2823.6846
2823.6948,2823.698,2823.698,2823.698,2823.698,2823.6816
2823.6912,2823.6938,2823.6938,2823.6938,2823.6938,2823.6858
2823.6936,2823.693,2823.693,2823.693,2823.693,2823.6848
2823.6929,2823.6929,2823.6929,2823.6929,2823.6929,2823.6848
2823.694,2823.693,2823.693,2823.693,2823.693,2823.6848
2823.693,2823.6924,2823.6924,2823.6924,2823.6924,2823.6848
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.685
2823.6938,2823.6926,2823.6926,2823.6926,2823.6926,2823.6855
2823.691,2823.6934,2823.6934,2823.6934,2823.6934,2823.6868
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6848
2823.6929,2823.693,2823.693,2823.693,2823.693,2823.6848
2823.6938,2823.6934,2823.6934,2823.6934,2823.6934,2823.6846
2823.694,2823.6938,2823.6938,2823.6938,2823.6938,2823.6863
2823.6914,2823.6924,2823.6924,2823.6924,2823.6924,2823.6843
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6936,2823.6926,2823.6926,2823.6926,2823.6926,2823.6858
2823.6943,2823.6946,2823.6946,2823.6946,2823.6946,2823.6848
2823.6936,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.685
2823.6929,2823.693,2823.693,2823.693,2823.693,2823.6848
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.684
2823.6934,2823.694,2823.694,2823.694,2823.694,2823.6843
2823.6936,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.6924,2823.694,2823.694,2823.694,2823.694,2823.6843
2823.6936,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.6929,2823.694,2823.694,2823.694,2823.694,2823.6843
2823.6934,2823.6936,2823.6936,2823.6936,2823.6936,2823.6846
2823.6943,2823.6943,2823.6943,2823.6943,2823.6943,2823.6843
2823.6934,2823.694,2823.694,2823.694,2823.694,2823.6843
2823.6936,2823.6943,2823.6943,2823.6943,2823.6943,2823.6855
2823.6929,2823.6921,2823.6921,2823.6921,2823.6921,2823.6838
2823.6936,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.684
2823.6934,2823.6934,2823.6934,2823.6934,2823.6934,2823.683
2823.6936,2823.6917,2823.6917,2823.6917,2823.6917,2823.6858
2823.6929,2823.6929,2823.6929,2823.6929,2823.6929,2823.6848
2823.6929,2823.6921,2823.6921,2823.6921,2823.6921,2823.6853
2823.6943,2823.693,2823.693,2823.693,2823.693,2823.6863
2823.6938,2823.695,2823.695,2823.695,2823.695,2823.6873
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6848
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6929,2823.693,2823.693,2823.693,2823.693,2823.6848
2823.6938,2823.6946,2823.6946,2823.6946,2823.6946,2823.686
2823.6917,2823.6921,2823.6921,2823.6921,2823.6921,2823.6838
2823.6912,2823.6946,2823.6946,2823.6946,2823.6946,2823.6836
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6848
2823.6926,2823.694,2823.694,2823.694,2823.694,2823.6843
2823.6914,2823.6921,2823.6921,2823.6921,2823.6921,2823.683
2823.6943,2823.6953,2823.6953,2823.6953,2823.6953,2823.6846
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.684
2823.6938,2823.6929,2823.6929,2823.6929,2823.6929,2823.6848
2823.693,2823.6929,2823.6929,2823.6929,2823.6929,2823.6848
2823.6914,2823.6926,2823.6926,2823.6926,2823.6926,2823.6843
2823.6924,2823.6914,2823.6914,2823.6914,2823.6914,2823.6855
2823.6938,2823.695,2823.695,2823.695,2823.695,2823.6873
2823.6934,2823.692,2823.692,2823.692,2823.692,2823.6838
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6853
2823.6934,2823.6943,2823.6943,2823.6943,2823.6943,2823.683
2823.6943,2823.6936,2823.6936,2823.6936,2823.6936,2823.6848
2823.6917,2823.6921,2823.6921,2823.6921,2823.6921,2823.6836
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.6924,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6938,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6934,2823.6936,2823.6936,2823.6936,2823.6936,2823.684
2823.6936,2823.6938,2823.6938,2823.6938,2823.6938,2823.6829
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.685
2823.6921,2823.6926,2823.6926,2823.6926,2823.6926,2823.6865
2823.6938,2823.6929,2823.6929,2823.6929,2823.6929,2823.6836
2823.6936,2823.6934,2823.6934,2823.6934,2823.6934,2823.6843
2823.6936,2823.6929,2823.6929,2823.6929,2823.6929,2823.6848
2823.6936,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.6938,2823.6929,2823.6929,2823.6929,2823.6929,2823.6848
2823.6936,2823.694,2823.694,2823.694,2823.694,2823.684
2823.6936,2823.6936,2823.6936,2823.6936,2823.6936,2823.6846
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.693,2823.6926,2823.6926,2823.6926,2823.6926,2823.683
2823.6936,2823.694,2823.694,2823.694,2823.694,2823.6843
2823.6936,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.6943,2823.694,2823.694,2823.694,2823.694,2823.685
2823.6936,2823.6934,2823.6934,2823.6934,2823.6934,2823.6846
2823.6953,2823.6926,2823.6926,2823.6926,2823.6926,2823.6855
2823.693,2823.6924,2823.6924,2823.6924,2823.6924,2823.685
2823.6938,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.6924,2823.6914,2823.6914,2823.6914,2823.6914,2823.6846
2823.6929,2823.6985,2823.6985,2823.6985,2823.6985,2823.6858
2823.6938,2823.6936,2823.6936,2823.6936,2823.6936,2823.6848
2823.693,2823.6929,2823.6929,2823.6929,2823.6929,2823.6848
2823.693,2823.6948,2823.6948,2823.6948,2823.6948,2823.6843
2823.6936,2823.6936,2823.6936,2823.6936,2823.6936,2823.6846
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6929,2823.6926,2823.6926,2823.6926,2823.6926,2823.6836
2823.6936,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.685
2823.6934,2823.6929,2823.6929,2823.6929,2823.6929,2823.685
2823.6917,2823.692,2823.692,2823.692,2823.692,2823.6858
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6848
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6838
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6836
2823.694,2823.6921,2823.6921,2823.6921,2823.6921,2823.6855
2823.6917,2823.6929,2823.6929,2823.6929,2823.6929,2823.686
2823.691,2823.6929,2823.6929,2823.6929,2823.6929,2823.6846
2823.6929,2823.6943,2823.6943,2823.6943,2823.6943,2823.6846
2823.6948,2823.6946,2823.6946,2823.6946,2823.6946,2823.6846
2823.6934,2823.6936,2823.6936,2823.6936,2823.6936,2823.6843
2823.6936,2823.6943,2823.6943,2823.6943,2823.6943,2823.6843
2823.6926,2823.694,2823.694,2823.694,2823.694,2823.6843
2823.6926,2823.693,2823.693,2823.693,2823.693,2823.683
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6848
2823.6934,2823.6924,2823.6924,2823.6924,2823.6924,2823.6848
2823.6943,2823.6948,2823.6948,2823.6948,2823.6948,2823.6843
2823.6936,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6929,2823.6921,2823.6921,2823.6921,2823.6921,2823.6836
2823.692,2823.6917,2823.6917,2823.6917,2823.6917,2823.6838
2823.6938,2823.6948,2823.6948,2823.6948,2823.6948,2823.6848
2823.6934,2823.6946,2823.6946,2823.6946,2823.6946,2823.6843
2823.6936,2823.6938,2823.6938,2823.6938,2823.6938,2823.684
2823.693,2823.6924,2823.6924,2823.6924,2823.6924,2823.6848
2823.6929,2823.693,2823.693,2823.693,2823.693,2823.6848
2823.6934,2823.6934,2823.6934,2823.6934,2823.6934,2823.6848
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.684
2823.693,2823.6921,2823.6921,2823.6921,2823.6921,2823.6848
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.685
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.685
2823.6943,2823.692,2823.692,2823.692,2823.692,2823.6853
2823.694,2823.6914,2823.6914,2823.6914,2823.6914,2823.6855
2823.6929,2823.693,2823.693,2823.693,2823.693,2823.6848
2823.6926,2823.6924,2823.6924,2823.6924,2823.6924,2823.6848
2823.6929,2823.6921,2823.6921,2823.6921,2823.6921,2823.683
2823.6934,2823.6936,2823.6936,2823.6936,2823.6936,2823.6846
2823.6948,2823.694,2823.694,2823.694,2823.694,2823.686
2823.694,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6853
2823.6934,2823.6924,2823.6924,2823.6924,2823.6924,2823.6848
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6848
2823.6934,2823.6943,2823.6943,2823.6943,2823.6943,2823.6846
2823.694,2823.6936,2823.6936,2823.6936,2823.6936,2823.6846
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6934,2823.6943,2823.6943,2823.6943,2823.6943,2823.6848
2823.6929,2823.6929,2823.6929,2823.6929,2823.6929,2823.6848
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6926,2823.6943,2823.6943,2823.6943,2823.6943,2823.6843
2823.6929,2823.693,2823.693,2823.693,2823.693,2823.6846
2823.6934,2823.694,2823.694,2823.694,2823.694,2823.6843
2823.694,2823.6936,2823.6936,2823.6936,2823.6936,2823.6843
2823.6938,2823.6934,2823.6934,2823.6934,2823.6934,2823.685
2823.6936,2823.6936,2823.6936,2823.6936,2823.6936,2823.684
2823.6938,2823.6934,2823.6934,2823.6934,2823.6934,2823.6848
2823.6929,2823.6929,2823.6929,2823.6929,2823.6929,2823.6848
2823.6936,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.694,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.6914,2823.6936,2823.6936,2823.6936,2823.6936,2823.6836
2823.694,2823.6924,2823.6924,2823.6924,2823.6924,2823.6836
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.684
2823.694,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6938,2823.693,2823.693,2823.693,2823.693,2823.683
2823.694,2823.6948,2823.6948,2823.6948,2823.6948,2823.6843
2823.6921,2823.6938,2823.6938,2823.6938,2823.6938,2823.6848
2823.694,2823.6946,2823.6946,2823.6946,2823.6946,2823.6843
2823.693,2823.6934,2823.6934,2823.6934,2823.6934,2823.683
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6938,2823.6943,2823.6943,2823.6943,2823.6943,2823.6846
2823.6934,2823.6943,2823.6943,2823.6943,2823.6943,2823.6843
2823.6934,2823.6948,2823.6948,2823.6948,2823.6948,2823.6846
2823.694,2823.694,2823.694,2823.694,2823.694,2823.6843
2823.6936,2823.6943,2823.6943,2823.6943,2823.6943,2823.6843
2823.6934,2823.694,2823.694,2823.694,2823.694,2823.6846
2823.6936,2823.6948,2823.6948,2823.6948,2823.6948,2823.6843
2823.6938,2823.694,2823.694,2823.694,2823.694,2823.6843
2823.6938,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6924,2823.694,2823.694,2823.694,2823.694,2823.6846
2823.6938,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6934,2823.6943,2823.6943,2823.6943,2823.6943,2823.6843
2823.6929,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6934,2823.6946,2823.6946,2823.6946,2823.6946,2823.6848
2823.6943,2823.6936,2823.6936,2823.6936,2823.6936,2823.6846
2823.6943,2823.6943,2823.6943,2823.6943,2823.6943,2823.6843
2823.6929,2823.6934,2823.6934,2823.6934,2823.6934,2823.6846
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6838
2823.6938,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6934,2823.6948,2823.6948,2823.6948,2823.6948,2823.6843
2823.6938,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.6934,2823.694,2823.694,2823.694,2823.694,2823.684
2823.694,2823.6943,2823.6943,2823.6943,2823.6943,2823.6843
2823.6934,2823.6943,2823.6943,2823.6943,2823.6943,2823.6843
2823.6934,2823.693,2823.693,2823.693,2823.693,2823.6846
2823.6929,2823.6936,2823.6936,2823.6936,2823.6936,2823.6843
2823.6929,2823.6921,2823.6921,2823.6921,2823.6921,2823.6848
2823.6929,2823.6934,2823.6934,2823.6934,2823.6934,2823.6846
2823.6929,2823.6934,2823.6934,2823.6934,2823.6934,2823.6846
2823.6936,2823.6936,2823.6936,2823.6936,2823.6936,2823.684
2823.6934,2823.6936,2823.6936,2823.6936,2823.6936,2823.6846
2823.6936,2823.6934,2823.6934,2823.6934,2823.6934,2823.6846
2823.6934,2823.6936,2823.6936,2823.6936,2823.6936,2823.6846
2823.6934,2823.6936,2823.6936,2823.6936,2823.6936,2823.6843
2823.6929,2823.693,2823.693,2823.693,2823.693,2823.6846
2823.6934,2823.694,2823.694,2823.694,2823.694,2823.684
2823.6929,2823.693,2823.693,2823.693,2823.693,2823.6848
2823.6936,2823.6936,2823.6936,2823.6936,2823.6936,2823.6843
2823.6936,2823.6938,2823.6938,2823.6938,2823.6938,2823.684
2823.6936,2823.6934,2823.6934,2823.6934,2823.6934,2823.6846
2823.693,2823.6924,2823.6924,2823.6924,2823.6924,2823.6846
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.6936,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.6929,2823.6926,2823.6926,2823.6926,2823.6926,2823.6846
2823.6929,2823.693,2823.693,2823.693,2823.693,2823.6848
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.685
2823.6929,2823.6926,2823.6926,2823.6926,2823.6926,2823.6853
2823.6938,2823.6936,2823.6936,2823.6936,2823.6936,2823.6846
2823.6938,2823.693,2823.693,2823.693,2823.693,2823.685
2823.6934,2823.6934,2823.6934,2823.6934,2823.6934,2823.6846
2823.693,2823.6934,2823.6934,2823.6934,2823.6934,2823.6846
2823.693,2823.6926,2823.6926,2823.6926,2823.6926,2823.6848
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6838
2823.6934,2823.6924,2823.6924,2823.6924,2823.6924,2823.6836
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6848
2823.6926,2823.6924,2823.6924,2823.6924,2823.6924,2823.6853
2823.6938,2823.6934,2823.6934,2823.6934,2823.6934,2823.6848
2823.6929,2823.6926,2823.6926,2823.6926,2823.6926,2823.6848
2823.6934,2823.6936,2823.6936,2823.6936,2823.6936,2823.683
2823.6936,2823.6936,2823.6936,2823.6936,2823.6936,2823.6846
2823.6946,2823.693,2823.693,2823.693,2823.693,2823.6855
2823.693,2823.6926,2823.6926,2823.6926,2823.6926,2823.685
2823.6934,2823.6934,2823.6934,2823.6934,2823.6934,2823.6846
2823.6936,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.694,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.693,2823.6924,2823.6924,2823.6924,2823.6924,2823.6853
2823.6943,2823.693,2823.693,2823.693,2823.693,2823.6868
2823.6936,2823.692,2823.692,2823.692,2823.692,2823.6846
2823.6934,2823.6929,2823.6929,2823.6929,2823.6929,2823.6846
2823.694,2823.6946,2823.6946,2823.6946,2823.6946,2823.6848
2823.6938,2823.6953,2823.6953,2823.6953,2823.6953,2823.6868
2823.6943,2823.6936,2823.6936,2823.6936,2823.6936,2823.6853
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6929,2823.6926,2823.6926,2823.6926,2823.6926,2823.6846
2823.6929,2823.6929,2823.6929,2823.6929,2823.6929,2823.6848
2823.6929,2823.6929,2823.6929,2823.6929,2823.6929,2823.6846
2823.6948,2823.6948,2823.6948,2823.6948,2823.6948,2823.6873
2823.6926,2823.6929,2823.6929,2823.6929,2823.6929,2823.6848
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6853
2823.6938,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.6929,2823.6926,2823.6926,2823.6926,2823.6926,2823.6848
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6848
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6848
2823.6936,2823.693,2823.693,2823.693,2823.693,2823.6848
2823.6934,2823.6934,2823.6934,2823.6934,2823.6934,2823.684
2823.6934,2823.6943,2823.6943,2823.6943,2823.6943,2823.6848
2823.6938,2823.6914,2823.6914,2823.6914,2823.6914,2823.6853
2823.6929,2823.6943,2823.6943,2823.6943,2823.6943,2823.6846
2823.694,2823.695,2823.695,2823.695,2823.695,2823.685
2823.693,2823.6938,2823.6938,2823.6938,2823.6938,2823.684
2823.6914,2823.6948,2823.6948,2823.6948,2823.6948,2823.687
2823.6926,2823.694,2823.694,2823.694,2823.694,2823.6843
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.685
2823.6934,2823.6934,2823.6934,2823.6934,2823.6934,2823.6843
2823.6946,2823.6948,2823.6948,2823.6948,2823.6948,2823.6843
2823.6938,2823.6934,2823.6934,2823.6934,2823.6934,2823.6848
2823.6926,2823.6926,2823.6926,2823.6926,2823.6926,2823.6848
2823.6934,2823.693,2823.693,2823.693,2823.693,2823.683
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6838
2823.6934,2823.6946,2823.6946,2823.6946,2823.6946,2823.6843
2823.6926,2823.6943,2823.6943,2823.6943,2823.6943,2823.6843
2823.6943,2823.6943,2823.6943,2823.6943,2823.6943,2823.6848
2823.6946,2823.6936,2823.6936,2823.6936,2823.6936,2823.6855
2823.6914,2823.6936,2823.6936,2823.6936,2823.6936,2823.6838
2823.693,2823.6924,2823.6924,2823.6924,2823.6924,2823.6848
2823.6924,2823.6936,2823.6936,2823.6936,2823.6936,2823.6848
2823.6938,2823.695,2823.695,2823.695,2823.695,2823.6843
2823.6934,2823.6917,2823.6917,2823.6917,2823.6917,2823.6833
2823.6929,2823.6926,2823.6926,2823.6926,2823.6926,2823.6848
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6853
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6833
2823.6907,2823.6956,2823.6956,2823.6956,2823.6956,2823.6829
2823.694,2823.6943,2823.6943,2823.6943,2823.6943,2823.6843
2823.6946,2823.6938,2823.6938,2823.6938,2823.6938,2823.6863
2823.6929,2823.6917,2823.6917,2823.6917,2823.6917,2823.684
2823.6929,2823.6929,2823.6929,2823.6929,2823.6929,2823.6848
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6836
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.6936,2823.6946,2823.6946,2823.6946,2823.6946,2823.6848
2823.6938,2823.6929,2823.6929,2823.6929,2823.6929,2823.6853
2823.6943,2823.694,2823.694,2823.694,2823.694,2823.6843
2823.694,2823.6946,2823.6946,2823.6946,2823.6946,2823.6853
2823.6934,2823.6936,2823.6936,2823.6936,2823.6936,2823.6843
2823.6929,2823.6926,2823.6926,2823.6926,2823.6926,2823.6848
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6836
2823.6934,2823.6921,2823.6921,2823.6921,2823.6921,2823.6836
2823.694,2823.6936,2823.6936,2823.6936,2823.6936,2823.6843
2823.694,2823.6936,2823.6936,2823.6936,2823.6936,2823.6846
2823.693,2823.693,2823.693,2823.693,2823.693,2823.6846
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6929,2823.6929,2823.6929,2823.6929,2823.6929,2823.6848
2823.6938,2823.6963,2823.6963,2823.6963,2823.6963,2823.687
2823.6926,2823.6929,2823.6929,2823.6929,2823.6929,2823.685
2823.6934,2823.694,2823.694,2823.694,2823.694,2823.6843
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.684
2823.6914,2823.692,2823.692,2823.692,2823.692,2823.6838
2823.6938,2823.694,2823.694,2823.694,2823.694,2823.6846
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6943,2823.6948,2823.6948,2823.6948,2823.6948,2823.6858
2823.6938,2823.6938,2823.6938,2823.6938,2823.6938,2823.6853
2823.6943,2823.695,2823.695,2823.695,2823.695,2823.6843
2823.6934,2823.6958,2823.6958,2823.6958,2823.6958,2823.6853
2823.6938,2823.6934,2823.6934,2823.6934,2823.6934,2823.6848
2823.6934,2823.6934,2823.6934,2823.6934,2823.6934,2823.6843
2823.6929,2823.6929,2823.6929,2823.6929,2823.6929,2823.6848
2823.693,2823.6926,2823.6926,2823.6926,2823.6926,2823.6833
2823.6936,2823.694,2823.694,2823.694,2823.694,2823.6853
2823.6936,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.6934,2823.6943,2823.6943,2823.6943,2823.6943,2823.684
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.6934,2823.6943,2823.6943,2823.6943,2823.6943,2823.6843
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6946,2823.6946,2823.6946,2823.6946,2823.6946,2823.6843
2823.6917,2823.6956,2823.6956,2823.6956,2823.6956,2823.6846
2823.693,2823.6929,2823.6929,2823.6929,2823.6929,2823.6848
2823.6929,2823.693,2823.693,2823.693,2823.693,2823.6848
2823.693,2823.6921,2823.6921,2823.6921,2823.6921,2823.685
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.683
2823.694,2823.6917,2823.6917,2823.6917,2823.6917,2823.6855
2823.6934,2823.6956,2823.6956,2823.6956,2823.6956,2823.6855
2823.6943,2823.694,2823.694,2823.694,2823.694,2823.683
2823.693,2823.693,2823.693,2823.693,2823.693,2823.685
2823.6929,2823.6921,2823.6921,2823.6921,2823.6921,2823.685
2823.6914,2823.6948,2823.6948,2823.6948,2823.6948,2823.6843
2823.6917,2823.6921,2823.6921,2823.6921,2823.6921,2823.6836
2823.6936,2823.6936,2823.6936,2823.6936,2823.6936,2823.6846
2823.6926,2823.694,2823.694,2823.694,2823.694,2823.6846
2823.6946,2823.6943,2823.6943,2823.6943,2823.6943,2823.6843
2823.6934,2823.6934,2823.6934,2823.6934,2823.6934,2823.6843
2823.6934,2823.6943,2823.6943,2823.6943,2823.6943,2823.6846
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6934,2823.6936,2823.6936,2823.6936,2823.6936,2823.683
2823.694,2823.6936,2823.6936,2823.6936,2823.6936,2823.6843
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.6934,2823.694,2823.694,2823.694,2823.694,2823.6843
2823.6934,2823.694,2823.694,2823.694,2823.694,2823.6846
2823.6934,2823.6936,2823.6936,2823.6936,2823.6936,2823.6848
2823.6929,2823.6943,2823.6943,2823.6943,2823.6943,2823.6853
2823.6943,2823.6934,2823.6934,2823.6934,2823.6934,2823.6848
2823.6929,2823.6938,2823.6938,2823.6938,2823.6938,2823.6833
2823.6929,2823.6924,2823.6924,2823.6924,2823.6924,2823.6848
2823.6926,2823.6921,2823.6921,2823.6921,2823.6921,2823.685
2823.6943,2823.6943,2823.6943,2823.6943,2823.6943,2823.6846
2823.6938,2823.6958,2823.6958,2823.6958,2823.6958,2823.686
2823.6943,2823.6956,2823.6956,2823.6956,2823.6956,2823.6853
2823.6936,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.6934,2823.6934,2823.6934,2823.6934,2823.6934,2823.6846
2823.6936,2823.694,2823.694,2823.694,2823.694,2823.684
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6934,2823.6934,2823.6934,2823.6934,2823.6934,2823.6846
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6936,2823.6936,2823.6936,2823.6936,2823.6936,2823.6843
2823.6938,2823.6934,2823.6934,2823.6934,2823.6934,2823.6848
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
2823.6936,2823.6936,2823.6936,2823.6936,2823.6936,2823.6846
2823.6938,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.694,2823.6926,2823.6926,2823.6926,2823.6926,2823.6855
2823.6934,2823.6938,2823.6938,2823.6938,2823.6938,2823.6846
2823.6936,2823.6936,2823.6936,2823.6936,2823.6936,2823.6846
2823.6936,2823.6943,2823.6943,2823.6943,2823.6943,2823.6846
2823.6934,2823.6943,2823.6943,2823.6943,2823.6943,2823.6846
2823.6929,2823.692,2823.692,2823.692,2823.692,2823.6838
2823.6921,2823.6914,2823.6914,2823.6914,2823.6914,2823.6843
2823.6936,2823.6934,2823.6934,2823.6934,2823.6934,2823.685
2823.6936,2823.6938,2823.6938,2823.6938,2823.6938,2823.6843
