V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
21.979967,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.978647,21.97985
21.979921,21.978584,21.978584,21.978586,21.978586,21.978586,21.978584,21.978586,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978586,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.978584,21.980154
21.979965,21.97886,21.97886,21.978863,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.978859,21.978859,21.978859,21.978859,21.978859,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.97886,21.980078
21.979345,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.978672,21.98111
21.980413,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.978962,21.980505
21.97984,21.978983,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.97898,21.980597
21.979744,21.978762,21.978765,21.978765,21.97877,21.97877,21.978773,21.978767,21.978765,21.978767,21.97877,21.978767,21.978775,21.978771,21.978771,21.978767,21.978767,21.978765,21.978764,21.978764,21.978771,21.978767,21.978775,21.978773,21.978767,21.978775,21.97877,21.978765,21.978771,21.97877,21.97877,21.97877,21.978764,21.97877,21.978771,21.978773,21.978777,21.978783,21.978777,21.978775,21.978779,21.978779,21.978779,21.978777,21.978775,21.978773,21.978775,21.980871
21.980038,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.978788,21.981195
21.979229,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.978777,21.980736
21.98101,21.979338,21.979338,21.979338,21.979338,21.979336,21.979338,21.97934,21.979338,21.979336,21.97934,21.979336,21.979338,21.979338,21.979336,21.97934,21.97934,21.97934,21.979338,21.979342,21.979342,21.97934,21.979342,21.979345,21.979347,21.979347,21.97935,21.97934,21.97934,21.97934,21.979343,21.979343,21.97934,21.97934,21.97934,21.979343,21.979351,21.979345,21.979343,21.979345,21.979345,21.97934,21.97934,21.979334,21.979334,21.97934,21.979347,21.982069
21.980938,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.97879,21.98056
21.980007,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.978802,21.980541
21.980438,21.979239,21.97934,21.979418,21.979462,21.979477,21.979504,21.979517,21.97952,21.97952,21.979544,21.97954,21.979551,21.979553,21.979567,21.979559,21.979553,21.979572,21.97955,21.979553,21.97955,21.979551,21.97956,21.979559,21.979555,21.97956,21.979567,21.979565,21.97956,21.979559,21.979555,21.979553,21.979565,21.979559,21.979565,21.979553,21.979563,21.979567,21.979565,21.979568,21.979578,21.97958,21.979567,21.979572,21.979576,21.979572,21.979574,21.980934
21.97948,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.979553,21.981031
21.979538,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.979094,21.98065
21.980103,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.979288,21.980877
21.98054,21.97931,21.979322,21.979313,21.97931,21.979315,21.979315,21.979315,21.979313,21.979313,21.979313,21.979313,21.979313,21.979313,21.979313,21.979315,21.979315,21.979315,21.979313,21.979313,21.979311,21.979311,21.979311,21.979311,21.97931,21.97931,21.97931,21.97931,21.97931,21.97931,21.97931,21.97931,21.97931,21.979311,21.97931,21.97931,21.97931,21.97931,21.97931,21.97931,21.97931,21.97931,21.97931,21.97931,21.97931,21.97931,21.97931,21.98026
21.98025,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.978664,21.98036
21.979872,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.979034,21.980804
21.980474,21.97885,21.978933,21.978962,21.979008,21.979025,21.979029,21.979067,21.979074,21.979053,21.979073,21.979061,21.979065,21.979088,21.979088,21.979092,21.979095,21.979084,21.97908,21.979105,21.979105,21.97911,21.979101,21.979103,21.979105,21.979113,21.979113,21.979118,21.97912,21.979113,21.979115,21.979116,21.97911,21.979103,21.979103,21.979115,21.979118,21.979107,21.979113,21.979118,21.979116,21.979115,21.979118,21.97912,21.979115,21.979115,21.979116,21.98118
21.980162,21.9787,21.978697,21.978695,21.978697,21.978695,21.978699,21.978699,21.9787,21.978699,21.978699,21.978697,21.978699,21.978693,21.978691,21.978693,21.978697,21.978699,21.978697,21.978699,21.978695,21.978695,21.978697,21.978695,21.978695,21.978697,21.978695,21.978697,21.978697,21.9787,21.9787,21.9787,21.9787,21.9787,21.978691,21.978693,21.97869,21.978691,21.978687,21.97869,21.978695,21.978697,21.978691,21.978693,21.9787,21.978693,21.97869,21.98082
21.980145,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.97896,21.98101
21.98003,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.978893,21.981041
21.98038,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.978794,21.980211
21.981165,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.978634,21.981766
21.980915,21.97952,21.979519,21.979525,21.97952,21.979523,21.979519,21.97952,21.97952,21.97952,21.979519,21.979523,21.979517,21.979517,21.979517,21.97952,21.97952,21.979519,21.979517,21.979517,21.979519,21.97952,21.979519,21.979517,21.979515,21.979511,21.979515,21.979515,21.979515,21.979515,21.979515,21.979515,21.979519,21.979519,21.979519,21.979519,21.979519,21.979515,21.979515,21.979515,21.979519,21.979515,21.979519,21.979519,21.979515,21.979515,21.979517,21.979286
21.981339,21.979103,21.979105,21.979103,21.979101,21.979095,21.979101,21.979101,21.9791,21.9791,21.9791,21.9791,21.9791,21.979095,21.9791,21.979103,21.979101,21.979101,21.9791,21.979103,21.979107,21.979105,21.979103,21.979107,21.979107,21.979107,21.979101,21.979101,21.979101,21.979103,21.979101,21.9791,21.979103,21.979103,21.979103,21.979101,21.979101,21.9791,21.9791,21.9791,21.979101,21.979101,21.9791,21.9791,21.9791,21.9791,21.979101,21.97895
21.982819,21.97918,21.979181,21.979183,21.979172,21.979177,21.979176,21.97917,21.979164,21.97917,21.979166,21.979181,21.979174,21.979176,21.979176,21.979177,21.979185,21.979176,21.979176,21.979166,21.979164,21.97917,21.979172,21.97917,21.979166,21.979168,21.97917,21.97916,21.979162,21.97916,21.979164,21.979168,21.979166,21.979168,21.97916,21.979166,21.979172,21.97917,21.979168,21.979166,21.97916,21.979162,21.979162,21.979158,21.97916,21.97916,21.97916,21.978245
21.982502,21.9798,21.979795,21.979801,21.979803,21.979801,21.979815,21.979816,21.979815,21.979815,21.979818,21.97982,21.979818,21.979818,21.979818,21.979818,21.979816,21.97982,21.97982,21.97982,21.979818,21.97982,21.979818,21.979818,21.979816,21.979816,21.979818,21.979818,21.979818,21.979818,21.979818,21.97982,21.97982,21.97982,21.97982,21.97982,21.97982,21.97982,21.979816,21.97982,21.97982,21.97982,21.979818,21.979818,21.979818,21.97982,21.97982,21.978899
21.981205,21.978828,21.978834,21.97884,21.97884,21.97884,21.978842,21.978842,21.978838,21.97884,21.978836,21.978832,21.978832,21.97884,21.978834,21.978836,21.978836,21.97883,21.978832,21.978828,21.978828,21.978825,21.978825,21.978825,21.978825,21.978828,21.978832,21.978827,21.978825,21.978825,21.978825,21.978825,21.978825,21.978832,21.978817,21.978817,21.978819,21.978819,21.978819,21.978819,21.978819,21.978819,21.978819,21.978827,21.978827,21.978827,21.978827,21.979782
21.978745,21.976667,21.97666,21.97666,21.976664,21.976662,21.97666,21.976675,21.976671,21.976671,21.976665,21.976665,21.976665,21.976665,21.97667,21.97667,21.976675,21.976675,21.976664,21.976671,21.976671,21.97667,21.976671,21.976671,21.976671,21.976671,21.976671,21.97667,21.976671,21.976671,21.97667,21.976671,21.976667,21.976667,21.97667,21.976667,21.976667,21.976667,21.976667,21.976664,21.976664,21.976664,21.976664,21.976667,21.976664,21.976665,21.976665,21.977964
21.98035,21.979424,21.97939,21.979374,21.979366,21.97937,21.97938,21.979374,21.979385,21.979366,21.97936,21.979353,21.979347,21.979351,21.97934,21.979355,21.979355,21.97935,21.979353,21.97936,21.979353,21.979353,21.979347,21.979347,21.979345,21.97935,21.979345,21.979351,21.979355,21.979347,21.979347,21.979345,21.979351,21.979343,21.979347,21.979347,21.979334,21.979332,21.979332,21.979338,21.979343,21.979332,21.979332,21.979336,21.97934,21.979336,21.979338,21.979666
21.980518,21.978632,21.978651,21.978647,21.978651,21.97864,21.97865,21.978653,21.978657,21.978657,21.978653,21.978657,21.978659,21.978668,21.978672,21.978676,21.97867,21.978672,21.978666,21.978672,21.978682,21.978699,21.978697,21.978703,21.9787,21.978708,21.97871,21.978706,21.978714,21.97873,21.978731,21.97874,21.978739,21.978764,21.978764,21.978767,21.978771,21.97877,21.978764,21.978783,21.978783,21.9788,21.978796,21.978806,21.978806,21.978807,21.978807,21.97899
21.980806,21.978607,21.978598,21.978601,21.978603,21.9786,21.9786,21.978603,21.9786,21.978601,21.978592,21.978603,21.978601,21.9786,21.978603,21.978598,21.978596,21.97859,21.978592,21.978594,21.978592,21.978592,21.978594,21.978594,21.978592,21.978594,21.978592,21.978594,21.978596,21.978596,21.978598,21.978598,21.978596,21.978596,21.978596,21.978596,21.978594,21.978592,21.978594,21.978592,21.978592,21.978592,21.978592,21.97859,21.978592,21.978594,21.978592,21.978617
21.980648,21.978054,21.978043,21.978037,21.97803,21.97803,21.97803,21.978025,21.978031,21.978031,21.97803,21.97803,21.97803,21.978027,21.978025,21.978027,21.97803,21.978022,21.978024,21.978024,21.978024,21.978022,21.97802,21.978022,21.978024,21.978025,21.97802,21.978018,21.97802,21.978022,21.97802,21.978022,21.978024,21.978024,21.978022,21.97802,21.978022,21.978022,21.978022,21.978022,21.978024,21.978022,21.978024,21.978022,21.978022,21.978022,21.978022,21.978285
21.983324,21.981556,21.981556,21.981565,21.981562,21.981558,21.981567,21.98156,21.981567,21.98157,21.981575,21.981573,21.981575,21.98158,21.981579,21.981585,21.981583,21.98158,21.981577,21.981588,21.981604,21.981594,21.981607,21.981613,21.981615,21.981611,21.98162,21.981627,21.98162,21.98162,21.981613,21.98163,21.981636,21.981632,21.981623,21.981628,21.981638,21.981644,21.981634,21.981636,21.981636,21.98163,21.981651,21.98164,21.981638,21.981634,21.981657,21.979422
21.982813,21.981537,21.981525,21.981537,21.981531,21.981537,21.981527,21.981525,21.981531,21.981525,21.981525,21.98153,21.981533,21.981525,21.981527,21.981527,21.981531,21.981535,21.98154,21.98154,21.981539,21.981537,21.981537,21.981543,21.981539,21.981537,21.98153,21.981533,21.981533,21.981537,21.981539,21.981539,21.981537,21.981537,21.981535,21.981533,21.981533,21.981537,21.981533,21.981535,21.981537,21.981537,21.981537,21.981539,21.981537,21.981539,21.981539,21.979828
21.98121,21.97946,21.979465,21.979465,21.979462,21.979462,21.979462,21.97946,21.979462,21.979456,21.979458,21.979462,21.97946,21.979464,21.979464,21.979465,21.979462,21.979462,21.979462,21.97946,21.97946,21.979462,21.979462,21.979462,21.979458,21.979458,21.979458,21.979458,21.979458,21.979458,21.979456,21.979458,21.979458,21.979456,21.979456,21.979456,21.979456,21.979456,21.979454,21.979456,21.979456,21.979458,21.979465,21.979465,21.979462,21.979462,21.979462,21.978859
21.980463,21.97867,21.97868,21.97867,21.978666,21.978668,21.978666,21.97866,21.978664,21.97866,21.978664,21.978664,21.978664,21.97866,21.978662,21.978662,21.978662,21.978651,21.978651,21.978655,21.978657,21.978653,21.978651,21.978651,21.978651,21.978647,21.97865,21.978647,21.97865,21.978647,21.978651,21.97865,21.97865,21.978647,21.978647,21.978645,21.978638,21.97864,21.97865,21.978643,21.978642,21.978642,21.978642,21.978642,21.978647,21.978647,21.978645,21.978363
21.982956,21.979355,21.979355,21.979353,21.979353,21.979359,21.979359,21.979355,21.979357,21.979359,21.979359,21.97936,21.979359,21.979353,21.979347,21.97935,21.979347,21.979347,21.979347,21.979351,21.97935,21.979351,21.97935,21.97935,21.979355,21.979359,21.97936,21.979359,21.97936,21.979359,21.979357,21.979357,21.979359,21.979359,21.979355,21.979353,21.979353,21.979353,21.979353,21.979355,21.979355,21.979355,21.979353,21.979355,21.979355,21.979353,21.979355,21.978561
21.980684,21.978445,21.978437,21.978436,21.978436,21.978437,21.978436,21.978434,21.978434,21.978437,21.978432,21.978432,21.978436,21.978436,21.978432,21.978434,21.978434,21.978434,21.978432,21.978432,21.978432,21.978432,21.978432,21.978432,21.978432,21.978432,21.978432,21.97843,21.97843,21.97843,21.97843,21.97843,21.97843,21.97843,21.97843,21.97843,21.978432,21.97843,21.97843,21.97843,21.97843,21.97843,21.978428,21.97843,21.978428,21.978428,21.978428,21.980343
21.981195,21.979164,21.979162,21.97916,21.979158,21.979153,21.97915,21.979156,21.979149,21.97915,21.979155,21.979149,21.979149,21.979153,21.97915,21.97915,21.979149,21.979149,21.979147,21.979145,21.97914,21.979141,21.979141,21.979143,21.979141,21.979141,21.979141,21.979143,21.979143,21.979143,21.979141,21.979143,21.979143,21.979143,21.979145,21.979145,21.979143,21.979149,21.979149,21.979149,21.979149,21.979147,21.979147,21.979147,21.979147,21.979153,21.97915,21.978857
21.98133,21.979057,21.979057,21.979061,21.97906,21.979052,21.979053,21.97905,21.979048,21.97905,21.97905,21.97905,21.97905,21.97905,21.979044,21.979046,21.97905,21.979048,21.979046,21.979046,21.979044,21.979044,21.979044,21.979046,21.979046,21.979046,21.979046,21.979046,21.979046,21.979044,21.979044,21.979044,21.979044,21.979044,21.979044,21.979044,21.979044,21.979044,21.979044,21.979036,21.979036,21.979042,21.979036,21.979042,21.979036,21.979044,21.979048,21.978598
21.981506,21.979109,21.979101,21.979094,21.97909,21.97909,21.97909,21.97909,21.97909,21.97908,21.979088,21.979084,21.979082,21.979082,21.979082,21.979082,21.979074,21.979082,21.979076,21.979069,21.979067,21.979078,21.979074,21.979088,21.97908,21.979082,21.97908,21.979084,21.97908,21.97908,21.979084,21.979084,21.979084,21.979074,21.97908,21.979076,21.979076,21.979074,21.979073,21.979076,21.979074,21.979076,21.97907,21.979076,21.979069,21.97907,21.97907,21.978285
21.984018,21.98035,21.980345,21.980335,21.98032,21.980309,21.980326,21.980318,21.98032,21.980318,21.98032,21.980316,21.980318,21.98032,21.980316,21.980318,21.980316,21.98032,21.98032,21.980322,21.980324,21.980324,21.980316,21.980316,21.98032,21.980318,21.980318,21.98031,21.980312,21.980316,21.980316,21.980316,21.980314,21.980316,21.980322,21.980318,21.980322,21.980318,21.98032,21.980318,21.980324,21.980318,21.980318,21.980318,21.980318,21.98032,21.980318,21.979568
21.982506,21.979618,21.979616,21.979626,21.979626,21.979626,21.97962,21.979624,21.979626,21.979624,21.97963,21.979624,21.97963,21.97963,21.979631,21.97963,21.97963,21.97963,21.97963,21.979633,21.979633,21.97963,21.979635,21.979633,21.979633,21.979631,21.979631,21.979633,21.979633,21.979633,21.97963,21.97963,21.97963,21.979628,21.97963,21.979628,21.97963,21.979628,21.979628,21.979628,21.979628,21.979628,21.979628,21.979628,21.979628,21.979628,21.979628,21.978739
21.982254,21.979055,21.979038,21.979033,21.979046,21.979046,21.979048,21.979046,21.979033,21.979053,21.979053,21.979034,21.979042,21.979036,21.979048,21.979036,21.97904,21.979042,21.979046,21.97904,21.979044,21.979042,21.979036,21.979044,21.979038,21.979042,21.979038,21.97904,21.979042,21.979044,21.979034,21.979034,21.979034,21.979033,21.979038,21.979033,21.97904,21.97904,21.979044,21.979042,21.979042,21.979042,21.97904,21.979034,21.97904,21.979038,21.979038,21.97833
21.982124,21.980724,21.980722,21.980717,21.980701,21.980701,21.980696,21.98069,21.980694,21.980696,21.980682,21.980677,21.980679,21.98068,21.980682,21.980688,21.98069,21.98069,21.980686,21.98069,21.98069,21.98069,21.980686,21.98069,21.980686,21.980688,21.980688,21.980688,21.98069,21.980686,21.98069,21.980688,21.980686,21.980686,21.980686,21.980684,21.980682,21.98068,21.980684,21.980679,21.98067,21.980682,21.98068,21.98068,21.980682,21.980682,21.98069,21.98056
21.982706,21.9802,21.980179,21.980188,21.980211,21.980204,21.980198,21.9802,21.9802,21.980194,21.980204,21.98019,21.980185,21.980198,21.980206,21.980206,21.980196,21.980192,21.980192,21.980204,21.980194,21.980194,21.980196,21.980202,21.98021,21.98021,21.980207,21.980206,21.980211,21.98021,21.980215,21.980206,21.980206,21.980207,21.980207,21.980198,21.980204,21.980206,21.9802,21.980198,21.980202,21.980206,21.980206,21.980213,21.980211,21.980211,21.980213,21.97897
21.980247,21.978155,21.978151,21.978148,21.978146,21.978151,21.978146,21.97814,21.97815,21.978151,21.978151,21.97815,21.978155,21.97815,21.978142,21.978155,21.978151,21.978153,21.978163,21.978155,21.978168,21.978168,21.978168,21.978167,21.978165,21.978163,21.978172,21.978167,21.978167,21.978165,21.978163,21.978165,21.978174,21.978174,21.978168,21.978165,21.97816,21.978168,21.978163,21.978163,21.978165,21.978163,21.978165,21.978168,21.978178,21.978176,21.978174,21.979609
21.983198,21.98078,21.980774,21.980782,21.980778,21.98076,21.980759,21.980759,21.98075,21.980747,21.98075,21.980747,21.98075,21.980747,21.98074,21.98074,21.980738,21.980742,21.980743,21.980738,21.980734,21.980738,21.980738,21.980738,21.980734,21.98074,21.980742,21.980742,21.980738,21.980738,21.980736,21.980743,21.980732,21.980732,21.980734,21.980734,21.980736,21.980732,21.98073,21.980732,21.980732,21.98073,21.980732,21.980734,21.980728,21.980728,21.98073,21.980446
21.982197,21.979912,21.979887,21.979906,21.979893,21.979916,21.97993,21.979933,21.979929,21.979929,21.97993,21.979929,21.979918,21.979935,21.979929,21.979935,21.979927,21.979952,21.979948,21.979935,21.979942,21.979954,21.979939,21.979952,21.979952,21.979965,21.979961,21.979963,21.979967,21.979969,21.979977,21.979961,21.97997,21.979979,21.97997,21.979973,21.979977,21.97998,21.979977,21.979982,21.979986,21.979986,21.979986,21.979984,21.979988,21.979984,21.979984,21.97967
21.982626,21.980352,21.980352,21.980352,21.980352,21.980352,21.980352,21.980356,21.980358,21.980358,21.980358,21.980358,21.980354,21.980358,21.980358,21.980358,21.980358,21.980358,21.980354,21.980354,21.980356,21.980354,21.980354,21.980354,21.980356,21.980354,21.980358,21.98036,21.980356,21.980356,21.980356,21.980356,21.980356,21.980356,21.980356,21.980358,21.98036,21.98036,21.98036,21.98036,21.98036,21.980358,21.980358,21.980358,21.980358,21.980358,21.980358,21.98047
21.983006,21.980606,21.98061,21.980602,21.980598,21.980604,21.980602,21.980604,21.98061,21.980597,21.980608,21.980606,21.98061,21.980606,21.980604,21.98061,21.980608,21.980606,21.980608,21.98061,21.980612,21.980612,21.980606,21.98061,21.98061,21.980602,21.980614,21.980616,21.98061,21.980612,21.980618,21.98062,21.98061,21.98061,21.980614,21.980618,21.98061,21.980608,21.980608,21.980608,21.980606,21.980608,21.980604,21.980608,21.980614,21.98061,21.980614,21.980335
21.981792,21.9801,21.980114,21.980108,21.980118,21.980124,21.980131,21.980145,21.980135,21.980145,21.980143,21.980145,21.98014,21.98014,21.980154,21.980143,21.980137,21.98013,21.980137,21.980133,21.980143,21.980139,21.980131,21.98013,21.980127,21.98013,21.980127,21.980133,21.98014,21.980145,21.980154,21.980148,21.980154,21.980152,21.980146,21.980146,21.980139,21.980143,21.980135,21.98015,21.980158,21.98015,21.980158,21.980164,21.98017,21.980164,21.980164,21.979929
21.981667,21.979336,21.97933,21.97933,21.979332,21.979324,21.979326,21.979324,21.979322,21.97932,21.97932,21.979317,21.979317,21.979317,21.979315,21.979315,21.97931,21.97931,21.97931,21.979307,21.979307,21.979307,21.97931,21.979307,21.979305,21.97931,21.97931,21.97931,21.979311,21.97931,21.979307,21.979311,21.979311,21.979311,21.979311,21.979311,21.979313,21.979313,21.979313,21.979313,21.979313,21.979313,21.97931,21.97931,21.979307,21.979307,21.97931,21.97944
21.979622,21.977728,21.97773,21.977724,21.977724,21.977724,21.977726,21.977724,21.977724,21.977728,21.97773,21.97773,21.97773,21.977726,21.97773,21.977726,21.977728,21.977728,21.977724,21.977726,21.977726,21.977726,21.977726,21.977726,21.977724,21.977724,21.977728,21.97773,21.977724,21.977726,21.977726,21.97772,21.97772,21.977724,21.977724,21.977724,21.977724,21.977724,21.977722,21.977722,21.977722,21.977722,21.977722,21.97772,21.977726,21.977724,21.977722,21.978489
